feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,label
0.0783,0.4706,-0.3454,0.6,0.0516,0.431,-0.4783,0.0457,-0.6881,0.8446,0.201,0.1613,0.7082,0.5717,0.6734,-0.1079,0.1082,0.2724,0.5118,0.2866,0.4367,-1.5345,1.5051,-0.255,0.7511,0.4797,-1.9574,-0.5159,0.0829,0.1672,-1.4859,0.1374,2
-1.3692,-1.039,-1.2825,-2.0525,0.8308,1.0094,-1.3427,0.1624,-1.9917,-0.5507,2.266,2.4688,-1.1587,0.1218,0.1492,0.538,0.9695,0.192,-0.2563,0.7595,0.611,0.0949,-1.9802,0.8569,0.2721,1.7823,0.2978,-0.2893,-1.4758,1.0336,-0.7135,0.8921,2
-0.075,-1.5462,-0.8746,1.203,-1.2304,1.0613,0.4082,-1.0083,-0.9823,-0.8078,-0.5899,-0.0275,-0.4816,0.313,1.0887,0.459,-0.8236,0.5919,1.3308,0.57,0.0055,-0.7803,-0.8413,-1.2394,-0.2319,0.0895,-1.3414,0.9157,-0.262,1.0651,0.1202,0.3897,3
0.9183,-0.6223,-0.2421,0.9079,1.4363,1.8595,0.0456,2.466,-0.2633,-0.698,1.2892,0.3748,0.7506,-0.1733,-1.712,-0.1942,-0.0324,-1.591,2.0211,-1.4633,0.5997,-1.2548,2.1709,1.7223,1.0785,1.4733,0.0934,-1.2409,-2.0075,0.1685,0.0821,1.2251,1
-0.2915,-1.5346,-0.0732,-0.1535,0.7033,-0.5722,-0.6176,0.4371,-1.5361,-1.4445,0.1655,1.2798,-2.143,0.0001,1.2243,-1.0635,0.3423,-0.1709,-0.6881,0.9901,-0.6064,-1.8275,-0.48,-0.7486,-0.5324,-0.3332,1.0786,0.5844,-1.3738,0.4949,0.9238,-1.5484,2
-0.8544,1.4688,-0.955,1.5544,-0.7342,0.2409,0.5278,-0.3791,-1.1805,-0.2369,-1.6444,-0.0419,-0.4519,-0.0172,1.8326,-1.1804,-0.6242,0.8618,-1.2053,-0.7708,0.3927,-1.5396,0.4353,0.3325,-0.4746,-1.7817,-0.8118,-0.6371,-2.357,-0.1384,0.6281,0.7991,0
0.995,-1.0226,-0.4731,1.5205,-0.935,-0.6285,0.2955,0.4723,-1.2109,-0.6788,2.5336,-0.1697,0.2222,0.2007,2.0831,0.4484,-1.9153,-0.6373,0.0512,0.7858,0.5481,0.4563,-0.2519,0.0661,-0.4545,0.4163,-0.1691,-0.1822,-0.7264,0.253,-0.3601,-0.3272,2
0.3157,-2.0074,-0.5896,-0.0044,0.2569,0.9806,0.5534,-0.966,-2.3959,0.7167,-0.9214,-0.1799,-0.6247,-0.7037,-1.6852,-0.109,-0.5697,-0.4679,-1.0449,-0.7756,-2.7091,-0.7211,0.2873,0.3301,-2.3302,0.3804,-1.3544,0.0316,-0.2101,0.1878,-1.4186,1.1314,0
1.3598,0.8108,-0.8555,0.5598,1.2346,-1.053,-0.7345,0.2806,-0.5495,-0.3402,-1.0467,-2.4418,2.4863,1.8959,0.1576,-1.4545,0.75,-1.1825,-0.0407,1.0234,0.436,0.3132,-1.0038,0.0855,-0.9499,2.5903,1.3622,0.5599,1.101,-0.0829,-1.5532,-1.4574,2
-2.2897,-1.4405,-0.4749,0.239,-1.4368,-0.2161,-0.9404,0.166,-1.272,-1.4332,1.1675,0.0661,0.6808,-1.294,0.4305,-0.3581,-0.1829,-0.102,-0.097,-0.1345,-1.22,0.2216,1.9623,-0.5702,0.2137,1.1049,-0.8179,1.7231,0.1217,-1.5702,0.4994,0.0026,1
-0.3389,0.8698,-0.5759,-0.3114,0.8843,0.6817,0.3519,1.5432,-0.1792,0.1724,0.8307,0.4416,-0.4827,0.0458,0.1973,-0.5123,-0.4184,-0.106,-1.9131,0.0459,-0.0836,-0.2354,1.3381,0.1394,-0.2284,-0.7852,0.5158,1.8596,0.1222,-0.1859,-0.2875,0.4732,0
0.717,-0.6293,-1.0344,1.3765,1.87,-0.3402,-0.9942,-0.783,2.3857,1.564,0.9471,0.3637,-0.7084,0.9599,0.1888,1.0162,0.384,1.7143,0.2182,-1.2242,0.3434,-1.052,-0.9439,-0.2217,0.1175,-0.0446,0.7891,-1.1219,0.646,0.8828,-1.4676,-1.1619,3
0.2858,-0.0504,1.4399,-1.2672,1.1885,-0.8243,-0.0938,1.2856,-0.3132,-1.182,-0.2913,0.2231,-0.1536,-1.0314,-1.0164,1.0924,-1.4373,-0.8129,-1.4101,0.1899,0.5223,0.2447,0.0661,0.1969,1.0932,-0.0588,-0.5752,-0.0715,-1.1581,0.6557,-1.0842,1.3705,3
-1.5304,-1.0984,-0.2425,-1.9745,1.1352,1.6294,-0.8371,0.8912,-0.0343,0.9262,-0.4832,0.323,0.7771,0.1042,-0.1105,-0.2364,1.2945,-1.5293,0.4234,1.4734,0.6607,-0.3179,1.2825,-2.6105,-0.4008,-1.1669,-0.4734,-0.7644,-1.1368,-0.4593,-0.5686,0.5749,0
0.6551,-0.178,0.4614,0.0811,0.4197,-0.9291,0.9344,-0.109,0.2685,-1.6164,-2.0431,1.9407,0.9645,-0.6769,-0.913,-0.1817,0.118,0.9315,1.2634,-0.5637,0.8235,-0.5685,-0.872,-0.4258,-2.1054,0.6299,-2.0552,-1.768,2.4317,0.0541,0.9988,-0.612,1
0.0493,0.2866,-1.0542,-1.7887,-0.4364,3.1146,-0.6335,-0.8656,-0.3008,0.3039,-0.5741,-1.2513,-0.3372,1.1334,1.1219,0.4819,1.523,0.6232,-0.3468,1.359,0.8236,0.4973,-0.4744,0.2246,-0.0988,-0.2487,-0.2612,0.7949,0.1103,-0.5998,0.5186,0.189,1
1.1933,0.8353,-1.0964,1.2855,-0.19,-0.8895,0.6487,0.812,0.4082,0.8284,0.6232,-2.16,0.0807,0.6155,-0.8598,1.1428,0.7854,-1.514,-2.2528,0.4073,-0.1639,0.9881,-1.2081,-0.9991,-1.8762,0.5503,-0.9996,1.0176,1.3699,-0.0823,0.7127,-1.9896,1
1.3673,-0.6857,1.1245,0.515,-0.6203,-0.9251,1.4293,0.2326,-0.221,-0.6499,1.2386,1.3478,0.8091,1.0472,-2.1121,0.7195,-0.3821,1.3474,-0.3865,-0.5765,0.6408,-0.2979,-0.078,0.7038,1.8963,0.3664,-0.3789,-2.8626,-1.1849,-0.5726,0.5392,-1.9072,1
