feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,label
-0.4496,1.3563,0.0538,0.174,0.9315,1.2533,0.6716,-1.656,-0.1463,0.2925,-0.8588,-0.0461,-1.6889,0.4889,1.011,-0.4452,0.3146,0.7568,0.7204,-0.1396,-0.3953,-0.1544,-0.4972,0.2148,1.6074,0.3352,0.2709,-0.6825,-0.0605,-0.8959,0.0941,0.1381,3
-0.9245,-0.9268,-0.4947,1.0996,-1.5716,-0.7665,0.0747,-0.7314,-0.736,-0.7648,-2.1638,-0.446,-0.2366,0.3332,0.5696,-1.0284,0.7899,0.8922,1.2756,0.4739,0.0289,-0.6876,-0.3705,0.0587,0.2248,0.4005,0.9479,-1.2969,-0.2159,1.076,-1.2961,0.3847,1
-0.5524,0.4003,0.4563,-2.146,-2.4022,0.4113,1.0237,-0.0288,0.4477,-1.5146,-1.4878,-1.2966,-1.2243,-0.7319,-0.9623,1.8667,1.8019,-0.4935,-0.7751,-1.1764,-0.4734,-0.9944,0.5186,0.0054,-0.7031,-0.5275,0.8755,-0.4846,1.137,0.0798,-2.0347,0.1903,1
0.4091,0.2241,-0.0043,-0.921,0.8428,-0.4303,0.0131,0.6174,-1.5962,-1.8356,0.3972,0.1453,0.4614,0.229,0.3754,-0.4726,-0.1065,0.783,0.1018,0.8996,0.639,-0.8102,0.6052,-0.3379,0.2376,0.3809,-1.7604,-1.0156,-0.2037,0.9163,-0.8196,0.7539,3
-1.5812,0.6277,-1.1664,0.2505,0.4135,0.3267,0.4207,-0.0348,-0.1643,-0.8996,-1.1458,0.9176,0.8415,-0.8831,-1.2886,0.4561,-0.5618,-0.8898,0.8803,0.1594,-0.8565,-0.5182,0.2718,0.6121,0.3886,-0.5383,-1.8149,-0.586,-0.0532,1.7716,-1.0849,-1.623,3
-1.9153,-0.4342,0.1653,0.0312,0.5715,0.2982,-0.912,-1.4905,0.6329,-1.4911,0.4513,-0.7443,-0.3315,0.6641,0.1647,0.4016,-0.3478,0.9406,-0.6666,-1.4512,-0.7745,-0.2273,0.6416,1.8611,0.4869,0.0423,-0.5102,0.376,0.781,-1.9512,-1.2923,-0.0159,1
-0.0431,-0.3381,0.0221,-1.3667,0.4356,2.0439,-0.4419,-1.3353,-0.6461,0.2537,-0.2106,1.4329,-0.958,-1.2785,0.4742,-0.8815,-0.5493,0.251,0.2823,0.6783,1.3048,0.6815,-0.0361,-0.1341,-1.1699,-0.9061,1.3212,-0.9932,-0.0101,0.3842,-0.4661,1.9819,1
-0.6993,-1.0313,-0.5523,-0.5052,-0.9397,-0.1867,0.4553,-0.0912,0.7491,-2.4432,0.0549,-0.5803,-1.2503,0.3767,0.7172,-1.408,-0.8021,-1.0635,1.82,0.061,-0.2225,-1.1075,0.4718,0.4202,0.2833,-0.5957,-1.4793,0.7399,1.1039,0.463,-1.2169,-0.2755,1
1.8411,1.7625,0.9141,0.1794,1.7682,0.7177,-0.3281,-0.1132,0.0055,-1.3746,-0.5883,0.145,0.6587,-1.7931,-0.8523,-0.339,-1.0224,0.7573,-0.1564,-0.5049,2.2512,-0.7468,0.4454,-0.8827,1.3071,-0.8134,-0.1219,0.2376,-0.0737,-1.1795,0.7065,0.353,0
0.281,-0.9073,1.7093,0.7212,2.4729,0.0675,-0.1414,1.5789,-0.7784,-0.2767,-1.8819,0.6682,0.6909,1.1757,-1.2126,-0.8916,0.5476,0.4198,-0.753,-0.5536,-0.7524,0.0106,1.0378,0.4887,0.2905,0.2088,-1.7088,-0.4176,0.8917,2.5064,0.302,1.7784,1
