accuracy,loss,val_accuracy,val_loss
0.5070000290870667,0.7166675925254822,0.4699999988079071,0.7068256735801697
0.49950000643730164,0.7014433145523071,0.47999998927116394,0.6950934529304504
0.5065000057220459,0.6972834467887878,0.4620000123977661,0.6977021098136902
0.4964999854564667,0.6954275965690613,0.4620000123977661,0.6981194019317627
0.4860000014305115,0.6972441077232361,0.48399999737739563,0.6938940286636353
0.5145000219345093,0.6936150193214417,0.46799999475479126,0.6976829171180725
0.5130000114440918,0.6945616006851196,0.4699999988079071,0.6992042660713196
0.5205000042915344,0.6960738897323608,0.46799999475479126,0.6950217485427856
0.5074999928474426,0.692392885684967,0.46799999475479126,0.696139395236969
0.4970000088214874,0.6939340829849243,0.46799999475479126,0.6947422027587891
0.5130000114440918,0.6932916641235352,0.46799999475479126,0.6955593824386597
0.5164999961853027,0.6923049092292786,0.46799999475479126,0.7089896202087402
0.5195000171661377,0.6951766610145569,0.46799999475479126,0.6956433057785034
0.5224999785423279,0.6918838024139404,0.46799999475479126,0.6972467303276062
0.5174999833106995,0.6926605701446533,0.46799999475479126,0.694863498210907
0.5184999704360962,0.6927598118782043,0.46799999475479126,0.6963570713996887
0.5049999952316284,0.693611204624176,0.46799999475479126,0.6946041584014893
0.5139999985694885,0.6917347311973572,0.46799999475479126,0.702580451965332
0.5224999785423279,0.6944711208343506,0.46799999475479126,0.6945919394493103
0.5199999809265137,0.6938074231147766,0.46799999475479126,0.6960493922233582
0.5230000019073486,0.6925472021102905,0.46799999475479126,0.6948914527893066
0.5105000138282776,0.6932913661003113,0.46799999475479126,0.6951286792755127
0.5174999833106995,0.6925751566886902,0.46799999475479126,0.6947473883628845
0.5105000138282776,0.692512571811676,0.46799999475479126,0.6952812075614929
0.5195000171661377,0.6942934989929199,0.46799999475479126,0.69547039270401
0.5184999704360962,0.6923185586929321,0.46799999475479126,0.6973041296005249
0.5174999833106995,0.6919352412223816,0.46799999475479126,0.6964370012283325
0.5245000123977661,0.6907863616943359,0.46799999475479126,0.700143039226532
0.515999972820282,0.6917408108711243,0.46799999475479126,0.7026523351669312
0.5335000157356262,0.6904973983764648,0.5139999985694885,0.6958966255187988
0.5235000252723694,0.6909675002098083,0.4959999918937683,0.6975471377372742
0.5335000157356262,0.6888384222984314,0.5019999742507935,0.6950278878211975
0.5245000123977661,0.6918507218360901,0.5139999985694885,0.6941720247268677
0.5145000219345093,0.6914470791816711,0.5019999742507935,0.700002908706665
0.5329999923706055,0.6918566226959229,0.4880000054836273,0.6967313885688782
0.5329999923706055,0.6891119480133057,0.5059999823570251,0.6985539793968201
0.5429999828338623,0.6889240741729736,0.4959999918937683,0.7177268862724304
0.531499981880188,0.6947720050811768,0.4779999852180481,0.6938036680221558
0.5370000004768372,0.6893240809440613,0.4779999852180481,0.6980085372924805
0.5414999723434448,0.6866761445999146,0.4880000054836273,0.7020462155342102
0.546999990940094,0.6853393316268921,0.4740000069141388,0.7039418816566467
0.5590000152587891,0.6843549609184265,0.47999998927116394,0.7133827805519104
0.5350000262260437,0.6852449178695679,0.46399998664855957,0.7134796380996704
0.546500027179718,0.6870951056480408,0.4819999933242798,0.7017948627471924
0.5605000257492065,0.6838968992233276,0.4819999933242798,0.6979038119316101
0.5649999976158142,0.6800158023834229,0.49000000953674316,0.7080215215682983
0.5494999885559082,0.6802680492401123,0.4860000014305115,0.7075559496879578
0.5554999709129333,0.6834069490432739,0.47999998927116394,0.7109883427619934
0.5509999990463257,0.6808441877365112,0.48399999737739563,0.717884361743927
0.5475000143051147,0.681917130947113,0.47600001096725464,0.7163955569267273
