feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,label
0.0247,-0.1408,2.0995,-0.429,0.2376,0.5891,0.4809,0.8272,1.6786,-0.113,0.4236,0.4532,-0.1108,-1.0069,2.1284,0.5585,1.4212,2.7177,-1.4527,0.813,0.8783,0.0968,0.3462,0.7697,0.2709,-1.4384,0.9299,-1.4782,1.0233,0.1284,1.457,-0.9766,1
2.2229,1.0406,0.6169,0.8677,0.2217,-1.024,-0.3918,-0.2967,0.812,-0.6441,1.1583,0.2379,-0.2275,-1.1141,-0.2063,-0.2545,0.1755,0.5662,0.2008,-0.1003,-0.0155,0.6303,-0.3373,-0.2131,-0.8132,-1.108,1.1389,0.8318,-0.3172,-1.3172,2.1413,1.3374,2
0.1341,-0.1568,-2.0368,-1.9748,0.251,-0.9651,0.2792,0.9405,0.0049,1.0733,1.2908,0.5332,0.7551,-0.2459,0.1545,1.5326,-0.8299,-1.5376,0.7424,0.9396,0.1849,0.8368,0.4392,0.046,1.3749,0.2498,0.8563,-0.6569,-1.4883,0.0359,0.8554,-0.5508,1
-1.2624,0.3886,1.8111,0.0688,-1.0881,1.4327,-0.05,-0.8789,-0.3211,1.114,1.1268,0.8467,0.6059,0.5324,-2.823,-0.2293,-0.9117,-0.2542,-1.02,-0.8717,1.7846,-1.0311,-0.2474,0.3609,0.3994,1.0096,0.8428,0.1151,-0.6857,0.5467,0.826,-0.1428,2
1.0077,0.2468,0.465,2.9405,-0.4608,0.4734,-0.6817,0.3339,-1.7887,1.175,-0.7474,-2.0196,-0.6709,-1.7597,1.069,-0.2703,-0.4177,-1.4178,0.6231,-0.958,-0.6811,0.4338,0.4065,0.1612,0.1453,-1.7719,1.4004,-1.6018,-0.0253,-1.232,-1.9721,1.1725,2
0.7527,0.5861,-0.2235,-0.3767,0.9809,-0.0257,-1.2523,-0.6949,0.6925,1.7486,1.1756,-0.5734,-0.1312,0.393,-0.9889,0.6995,-0.4321,0.6541,2.0067,0.2402,-0.0826,0.8809,-0.542,-0.7705,-0.1941,1.8866,1.7141,0.2148,-1.5846,-1.9518,0.4128,0.4577,2
0.7476,-0.2247,-0.2129,0.965,-0.1441,0.1217,1.7157,-1.0891,0.9508,2.0971,-0.2162,0.5967,-0.744,0.1244,0.3033,1.1955,-0.2813,-1.4445,1.5328,-1.8472,1.1265,-0.4138,0.6439,-1.7257,-2.1371,0.9482,-0.9347,-0.5324,1.6265,0.4004,0.4338,-1.8623,2
-0.1601,-1.1555,0.074,1.6956,-0.3983,1.7712,-0.4432,-1.3043,-0.7846,0.7717,-0.0951,1.9753,0.9799,-1.3284,-0.6944,-0.164,0.5189,-0.1972,0.6128,-0.4316,-0.1813,0.4559,2.0251,0.0337,-0.1828,0.4104,0.7041,1.1888,0.8327,2.1636,0.934,0.1657,2
-0.2701,-0.4461,-0.4512,1.5341,-0.009,1.36,-0.3395,-1.3746,1.192,-1.878,2.0923,0.119,-0.472,-0.1715,-0.5334,0.1794,-0.0101,-0.8189,1.0442,0.5977,0.6785,1.7708,-0.1723,-0.1856,1.1318,-0.6148,0.6879,-0.3452,-0.8385,0.424,0.612,0.9484,2
0.5533,0.9151,-0.0502,-0.2995,-0.4253,0.4195,-0.4375,-0.5582,1.1266,0.8889,1.2036,0.5133,-1.4298,0.2069,-0.2195,0.6365,-0.7656,-0.8303,-0.7795,1.4152,-0.35,-0.3139,-0.6231,1.3295,-1.3905,1.9361,1.2783,-0.9206,2.1106,0.9408,-0.565,-0.0425,1
