feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,label
-2.0427,-1.8925,-0.3681,-1.457,-1.7336,-2.5743,-0.2902,-0.2278,-1.4871,-0.3475,-0.7408,1.1787,-0.5686,0.6466,-0.1126,0.0866,-0.0975,-1.5479,0.2262,-1.9716,-0.6892,0.9404,-1.7561,1.8178,1.0723,0.7856,-1.08,-0.6114,0.0553,1.4848,-0.8837,-1.0699,2
-0.8864,-1.8622,-1.2386,1.1915,-0.9337,0.4585,-0.0556,1.4189,-0.4693,-0.4064,0.6246,-0.4219,-1.8672,-0.5924,0.4141,2.3617,0.6704,0.1896,1.0707,0.355,-0.4952,0.49,-0.5401,-1.4517,-0.3576,-0.2867,-1.5545,-0.2865,0.3666,1.2424,2.1951,-0.7373,2
-0.3775,1.5397,-0.805,0.4239,0.9056,-0.0602,1.0149,0.367,-0.8514,-0.2223,1.1761,-1.096,0.2149,0.2671,0.1294,0.6536,0.0506,0.7593,0.6835,-0.6839,1.2829,-0.1548,0.4831,0.3704,-0.4918,0.018,1.7832,-0.6664,-0.2904,0.9041,0.9721,-0.7941,2
-0.9661,1.0477,-1.0504,0.3491,-0.448,2.4033,1.5257,0.8116,0.5156,1.0722,-0.0607,-2.0946,-0.6383,-0.0101,0.7781,0.5946,0.5476,0.1399,2.0278,1.4094,0.595,0.771,-0.8685,1.4983,0.4042,1.1011,-1.3501,-0.1849,-0.6271,0.2951,0.8967,-0.1692,3
0.5395,-1.1138,-0.2086,0.0452,-0.5461,1.232,0.0816,-2.0788,0.8678,-0.3031,0.0443,0.2622,-0.052,1.0366,1.0882,-0.6227,1.3837,-1.1915,0.2136,0.9749,-0.629,-1.2337,-0.0266,0.9042,0.9351,0.4583,-2.6006,2.2905,-0.337,0.8786,-0.3399,-1.2018,1
-0.8032,1.0722,-0.055,-0.641,-0.1885,-1.3263,1.0714,-0.1622,-0.4979,0.0652,0.2149,0.0949,1.4205,-1.1473,0.6931,-0.5236,-0.6851,0.0137,-0.6731,-0.4585,-0.7217,0.077,0.5708,-0.936,-0.2783,1.2502,-0.0852,-0.9991,0.2212,0.6401,-1.7402,1.2326,3
-0.3943,0.7188,-0.6054,-1.2762,-1.3746,0.0718,-1.0335,-0.1194,0.6261,0.874,1.5994,-0.5235,-0.9677,-0.1239,-0.9409,0.0833,-0.4739,1.8682,0.1586,-0.1644,-0.4846,0.735,-1.0411,-0.0937,-0.386,1.8555,-1.8199,2.2755,-2.8378,2.7826,0.4348,0.2406,2
-2.6414,0.249,-0.501,-0.2097,-0.2424,0.9413,-1.7845,-0.8951,-0.4827,-0.4981,1.3772,-0.3453,-0.4909,-0.5718,-0.0914,-1.24,-0.651,0.7748,-0.8997,-1.4045,0.5073,2.5471,0.8272,0.4523,-1.604,0.0884,0.692,1.282,-0.856,0.231,0.063,0.5914,3
1.9933,-0.4974,0.1849,-0.9562,0.3996,-0.2862,-0.8508,-0.1492,0.5817,0.1712,1.4925,0.0897,-0.2794,0.8956,-0.0919,-1.3979,-0.2703,-0.1797,-1.0805,1.8826,-0.4939,0.7361,-0.9873,-0.907,-1.9929,0.0405,-1.9636,0.9352,-0.6351,-0.3176,-0.4836,-0.2208,1
-1.6594,-0.527,1.7764,-0.3571,0.9365,0.1098,0.3094,0.1353,-1.1074,0.9899,0.4974,-0.2806,-0.4814,0.0842,1.0471,-1.0303,-0.0415,1.5594,-0.0952,-0.8876,0.3459,0.4212,1.6452,-0.1627,1.0579,-1.3341,-1.4597,0.3557,0.8672,0.7475,-1.0942,0.0337,0
