store_id,efficiency,current_monthly_ad,efficiency_norm,current_share,optimal_share,recommended_monthly,change_pct,category
1,36.05454817872425,8235.268333333333,0.0050521708975607114,0.004893763506532263,0.0051033863436424475,8588.023489991947,4.28346888504884,High
2,36.60115513216346,8266.394166666667,0.005128764611310244,0.004912259864041408,0.005259299654972099,8850.395783590593,7.064768569575946,Very High
3,34.49391773887285,8750.994444444445,0.004833486374016542,0.00520023094872911,0.0046711453230026114,7860.644493256308,-10.174271699525232,Low
4,35.032821071029815,8504.504444444445,0.004909000611993557,0.005053755604162301,0.004818241389730008,8108.179049975499,-4.66018210770464,Low
5,34.96247384472561,8543.130277777778,0.004899143153575371,0.005076708795961888,0.004798910396965558,8075.648685083023,-5.4720176035563775,Low
6,36.28330960598902,8200.610277777778,0.005084226265986976,0.004873168145140257,0.005168352440157736,8697.349009432863,6.057338598337737,Very High
7,36.30980427233472,8298.051944444444,0.0050879388511950565,0.0049310723266493,0.0051759032270395,8710.055540105244,4.965064070689961,Very High
8,35.37524143042143,8439.284444444444,0.004956982524452287,0.005014998973172615,0.004912891321308227,8267.456788517182,-2.0360453194627817,Medium
9,35.89106455816485,8364.390833333333,0.005029262631288068,0.004970493851287944,0.005057210281386543,8510.31800570639,1.7446240291823154,High
10,34.48121524280849,8611.776944444444,0.004831706427125386,0.005117501705018493,0.004667705627903862,7854.856144047107,-8.78936838796824,Low
11,34.94851314299437,8508.271666666667,0.004897186899661262,0.005055994255519596,0.004795078701243817,8069.20067377269,-5.16051919938277,Low
12,35.3045978590519,8421.788055555555,0.004947083540457155,0.005004601839044761,0.0048932890438435385,8234.469903341655,-2.224208813831798,Medium
13,36.558091526847264,8057.301944444444,0.005122730290967521,0.0047880079459261095,0.005246931129057895,8829.581919239508,9.584845896554185,Very High
14,35.74352283358029,8365.9375,0.0050085882352749215,0.004971412949559396,0.005015717174827699,8440.49304051558,0.891179745432944,High
15,35.754289624127445,8437.3975,0.005010096939962963,0.005013877666678728,0.005018739334116843,8445.578756786697,0.0969642213336306,High
16,35.57170749731599,8574.701944444445,0.00498451248102261,0.005095470087509409,0.004967613024534118,8359.542952697513,-2.5092299783823218,Medium
17,36.585721083722255,8083.600555555556,0.005126601903571412,0.004803635752831576,0.005254865086122969,8842.933252071349,9.393496020704934,Very High
18,35.573063931602285,8495.21611111111,0.0049847025524053295,0.0050482360624954925,0.00496799188568947,8360.18050358677,-1.5895488208678428,Medium
19,35.45941481753243,8507.973055555556,0.004968777384135544,0.005055816807487662,0.0049362990311926,8306.847488887013,-2.3639657219790022,Medium
