store_id,ad_effectiveness,r2,avg_sales,avg_ad_spend
1,12.636004096129007,0.9959696365930275,290833.21685714286,7903.068
2,12.509354231691134,0.9929070628100063,296347.2445714286,7997.289714285713
3,14.581602874218763,0.9958546675707999,296265.6108571429,8506.598571428573
4,11.513050371804576,0.9913545442684716,292102.8645714286,8240.249142857143
5,15.342432911769187,0.9904269443896809,292726.06628571433,8227.667428571429
6,11.269982045423838,0.9901051489308613,291286.83857142855,7906.458857142857
7,13.241589495391928,0.9954737019280515,295529.03599999996,8000.609714285715
8,13.825041279289088,0.9888458484257119,292879.0962857143,8159.015142857142
9,11.991939964629777,0.9915841696352341,294968.1297142858,8138.382
10,12.745959888536703,0.9919170437141358,290129.6454285715,8268.005428571429
11,11.284063218002728,0.9939896672917191,290452.7645714286,8114.548285714286
12,11.85051525203864,0.9925343011119175,291123.54600000003,8113.830571428573
13,12.998181833954888,0.994879630784347,289044.8071428571,7780.306571428572
14,11.474023894784033,0.9927376991938055,294105.1051428571,8116.691142857143
15,11.852211815262052,0.9886539262363004,296172.72342857136,8148.739142857143
16,11.422313938137243,0.9912795584904653,297866.212,8242.81257142857
17,12.129106918038831,0.994425536056652,288771.26257142855,7721.667142857143
18,13.568268524699167,0.9939107661330759,295625.16400000005,8174.378285714285
19,11.813770774678414,0.9908145716615646,295125.0702857143,8143.842857142857
20,15.292902481405648,0.9928449179741021,292636.878,7928.608571428571
21,12.235373244757454,0.9955410211847754,288758.99228571425,7845.456857142858
22,13.548860468468007,0.9947773890442907,299627.3231428572,8416.818857142856
23,12.36813261153825,0.9925666800418851,296120.28199999995,8159.928000000001
24,16.200525305796734,0.9919285499444251,291779.59457142855,7928.085142857142
25,16.590407548801327,0.9939498448173368,289106.2808571429,7774.168571428572
26,10.54715837605199,0.9934627466081456,293891.92657142854,7984.917999999999
27,10.877095476942204,0.9936753199166258,294017.3551428571,8174.621428571429
28,14.233001616876269,0.9960051451876679,288247.35657142854,7629.72942857143
29,11.386173306943618,0.9925574100822028,291348.70971428574,7960.764857142858
30,13.164901890490814,0.9909566981348549,291069.9034285714,7985.7871428571425
31,11.287689026335613,0.9906863250986307,294015.5554285714,8189.308857142857
32,11.886832066967429,0.9940413622373926,291254.6374285714,7983.548
33,11.539046153499584,0.991692330649824,295657.236,8168.154285714285
34,9.287069779738726,0.9932678033999678,295791.5722857143,8278.097428571427
35,13.521889159051703,0.9927537901449538,293661.75057142857,8236.080000000002
36,12.944778870624251,0.9903407984701172,292412.23742857145,7856.842
37,11.10663100998263,0.9940680436857929,302361.63114285714,8535.132571428572
38,9.975888260364588,0.9894051468107645,291464.6008571428,7890.2414285714285
39,11.356384637429336,0.9882064257038353,297460.9048571428,8366.95542857143
40,11.184822443822927,0.9951741125629665,297206.6257142857,8177.179142857141
41,16.81406963698973,0.9952284406922371,294658.3525714286,8206.925142857142
42,10.961691202470417,0.9940781134806208,293874.854,8149.042285714285
43,13.604553401914439,0.9911636624542857,289452.75057142857,7788.829428571427
44,16.334873094938068,0.9928773644290808,297790.6202857143,8357.221428571429
45,13.12897422097512,0.9936909159303312,295374.1828571429,8307.880571428572
46,12.674610308505379,0.9944201826108564,289289.58685714286,7914.924857142857
47,10.290641251205896,0.993802652544686,292486.71457142854,7921.884857142856
48,12.545696217494498,0.9945090024849667,287722.4614285714,7682.584285714286
49,10.562440140950896,0.9950545789478613,291613.9208571429,8088.802857142859
50,10.009324574856771,0.99315870986989,295129.64714285714,8202.176285714286
