station_id,lat,lon,pressure_dbar,temperature_c,salinity_psu
ST0,-19.7649,41.4093,0,27.886588928471216,35.08565918710548
ST0,-19.7649,41.4093,10,25.917789035093403,35.13199106532832
ST0,-19.7649,41.4093,20,24.203507747461988,35.1781994250995
ST0,-19.7649,41.4093,30,22.73719253180187,35.15149775749818
ST0,-19.7649,41.4093,40,20.91331046387928,35.21130327731423
ST0,-19.7649,41.4093,50,19.559415928142712,35.227117939271366
ST0,-19.7649,41.4093,60,18.583851190392622,35.30189667024029
ST0,-19.7649,41.4093,70,17.349060351823752,35.30480108873488
ST0,-19.7649,41.4093,80,16.014926332810543,35.321717933738086
ST0,-19.7649,41.4093,90,15.103313096067014,35.348619450701236
ST0,-19.7649,41.4093,100,14.156096834317687,35.41402191064916
ST0,-19.7649,41.4093,110,13.186039058529722,35.40447446054386
ST0,-19.7649,41.4093,120,12.322786237788707,35.4228875790374
ST0,-19.7649,41.4093,130,11.73046859148695,35.4668010022343
ST0,-19.7649,41.4093,140,11.045603721122323,35.471779397920606
ST0,-19.7649,41.4093,150,10.322536863361023,35.54744782596385
ST0,-19.7649,41.4093,160,9.715436191040824,35.506775620838226
ST0,-19.7649,41.4093,170,9.29633994937612,35.478661401028816
ST0,-19.7649,41.4093,180,8.85644124819621,35.4894771379719
ST0,-19.7649,41.4093,190,8.422087680127952,35.45079870960796
ST0,-19.7649,41.4093,200,7.870043552916267,35.43723745343819
ST0,-19.7649,41.4093,210,7.504317076827075,35.424538795054
ST0,-19.7649,41.4093,220,7.340365580843426,35.39230323052385
ST0,-19.7649,41.4093,230,6.790523730338504,35.349541809389436
ST0,-19.7649,41.4093,240,6.627935711026734,35.36150226395937
ST0,-19.7649,41.4093,250,6.581554172096003,35.31988605712556
ST0,-19.7649,41.4093,260,6.22631635076042,35.34367119958071
ST0,-19.7649,41.4093,270,6.047559347934348,35.2685149089722
ST0,-19.7649,41.4093,280,5.934404513873526,35.260737128670286
ST0,-19.7649,41.4093,290,5.834379986372741,35.221163671315864
ST0,-19.7649,41.4093,300,5.652326195241911,35.20369655429992
ST0,-19.7649,41.4093,310,5.4945457320768085,35.22678607375969
ST0,-19.7649,41.4093,320,5.405269340203325,35.16411581289786
ST0,-19.7649,41.4093,330,5.3641941852314226,35.135077578173956
ST0,-19.7649,41.4093,340,5.344558066418543,35.16832034296153
ST0,-19.7649,41.4093,350,5.126125125853047,35.1421206693292
ST0,-19.7649,41.4093,360,4.924164652703904,35.092032702102614
ST0,-19.7649,41.4093,370,5.073456708677906,35.082360881900726
ST0,-19.7649,41.4093,380,5.087012521776922,35.02324870354532
ST0,-19.7649,41.4093,390,4.959720588140934,35.044611498623205
ST0,-19.7649,41.4093,400,4.962559331363881,35.03402999212851
ST0,-19.7649,41.4093,410,4.7231530169319305,34.99085082892852
ST0,-19.7649,41.4093,420,4.610434873017431,34.9988820256449
ST0,-19.7649,41.4093,430,4.656989905518408,34.94839514545773
ST0,-19.7649,41.4093,440,4.4505764837713535,34.936918219088625
ST0,-19.7649,41.4093,450,4.281966573915819,34.90356948691242
ST0,-19.7649,41.4093,460,4.4084493425491935,34.877068324821394
ST0,-19.7649,41.4093,470,4.371737031307526,34.835306235536244
ST0,-19.7649,41.4093,480,4.40855723312677,34.80197815233821
ST0,-19.7649,41.4093,490,4.2478013761575175,34.814665521346605
ST0,-19.7649,41.4093,500,4.108176981495732,34.82198431150569
ST0,-19.7649,41.4093,510,4.128977088722632,34.77021930311712
ST0,-19.7649,41.4093,520,4.172506686459922,34.75693674281219
ST0,-19.7649,41.4093,530,4.024009922553354,34.776888222809255
ST0,-19.7649,41.4093,540,4.210386026409945,34.756075300446206
ST0,-19.7649,41.4093,550,4.1699466891195485,34.721643443275184
ST0,-19.7649,41.4093,560,4.052573373657599,34.69792457495017
ST0,-19.7649,41.4093,570,4.090481053588563,34.66768014044447
ST0,-19.7649,41.4093,580,4.012929727356042,34.662248304018824
ST0,-19.7649,41.4093,590,3.9812473220811024,34.634463719613706
ST0,-19.7649,41.4093,600,4.397600783186516,34.62611243253693
ST0,-19.7649,41.4093,610,4.008151490783016,34.618366423040435
ST0,-19.7649,41.4093,620,4.022261408414252,34.608824691188204
ST0,-19.7649,41.4093,630,4.060743100315061,34.620923077417714
ST0,-19.7649,41.4093,640,4.2857172972123365,34.63010751213826
ST0,-19.7649,41.4093,650,4.087234007997254,34.62323063541285
ST0,-19.7649,41.4093,660,4.341925055093867,34.6167200919961
ST0,-19.7649,41.4093,670,4.185540174863224,34.61435825116614
ST0,-19.7649,41.4093,680,4.051168226766663,34.60338586181233
ST0,-19.7649,41.4093,690,3.812464273225059,34.63539463410655
ST0,-19.7649,41.4093,700,3.8029523229086486,34.640313185396174
ST0,-19.7649,41.4093,710,4.12394922889507,34.6378487360985
ST0,-19.7649,41.4093,720,4.087204349974712,34.61339326721258
ST0,-19.7649,41.4093,730,4.145702549918234,34.6393156283927
ST0,-19.7649,41.4093,740,4.089527067162242,34.64883978862793
ST0,-19.7649,41.4093,750,4.121457062960663,34.61746940745181
ST0,-19.7649,41.4093,760,4.176122727592732,34.62499885597132
ST0,-19.7649,41.4093,770,3.9716338680440066,34.62449588570407
ST0,-19.7649,41.4093,780,4.181837692938012,34.64187234202296
ST0,-19.7649,41.4093,790,4.091040981957805,34.63575262000051
ST0,-19.7649,41.4093,800,3.7607276091562114,34.63938686265848
ST0,-19.7649,41.4093,810,4.094522070731287,34.64897550834704
ST0,-19.7649,41.4093,820,4.056310386400387,34.64960673333093
ST0,-19.7649,41.4093,830,4.102954903062823,34.651627071749786
ST0,-19.7649,41.4093,840,3.8251508638348137,34.63374121389923
ST0,-19.7649,41.4093,850,4.076751262691899,34.66181642994909
ST0,-19.7649,41.4093,860,4.007782185718026,34.662281262902205
ST0,-19.7649,41.4093,870,3.855803317390306,34.62274322851904
ST0,-19.7649,41.4093,880,4.185110168623713,34.69942608731349
ST0,-19.7649,41.4093,890,3.9939813750387754,34.690283720806946
ST0,-19.7649,41.4093,900,3.992407933457313,34.69110466824735
ST0,-19.7649,41.4093,910,3.9619717066755498,34.67767339643747
ST0,-19.7649,41.4093,920,4.009193645104275,34.63048899748044
ST0,-19.7649,41.4093,930,4.150129168955193,34.636990502578065
ST0,-19.7649,41.4093,940,3.96035079158372,34.704200459422154
ST0,-19.7649,41.4093,950,4.1009065472417605,34.64649074391027
ST0,-19.7649,41.4093,960,3.910949050455487,34.681281009613826
ST0,-19.7649,41.4093,970,4.084617837357625,34.679316572535136
ST0,-19.7649,41.4093,980,3.821227223289084,34.687747926962786
ST0,-19.7649,41.4093,990,4.079983924714245,34.69322383676392
ST0,-19.7649,41.4093,1000,3.9728009686416628,34.693373216697346
ST0,-19.7649,41.4093,1010,4.0541108243187205,34.70393601416602
ST0,-19.7649,41.4093,1020,3.9255128082745396,34.69421166335307
ST0,-19.7649,41.4093,1030,3.9974693320332757,34.7105779731514
ST0,-19.7649,41.4093,1040,3.929285096725401,34.66898291564588
ST1,-19.9328,40.9874,0,27.92542414463144,35.10203505880983
ST1,-19.9328,40.9874,10,26.031830114654472,35.13865643047061
ST1,-19.9328,40.9874,20,24.32545680704482,35.15539777542225
ST1,-19.9328,40.9874,30,22.628581524990206,35.16154243350518
ST1,-19.9328,40.9874,40,21.157492548399965,35.21415356719887
ST1,-19.9328,40.9874,50,19.613724933443876,35.26480535808563
ST1,-19.9328,40.9874,60,18.342367534375423,35.278789574857186
ST1,-19.9328,40.9874,70,17.21256605524914,35.28895137429282
ST1,-19.9328,40.9874,80,16.181864806159304,35.28663447262021
ST1,-19.9328,40.9874,90,15.05158191636093,35.364327504807356
ST1,-19.9328,40.9874,100,14.287083864364494,35.407222688310256
ST1,-19.9328,40.9874,110,13.2414640010248,35.38911665234514
ST1,-19.9328,40.9874,120,12.665400153774671,35.45864971713828
ST1,-19.9328,40.9874,130,11.83612782467338,35.500396456986635
ST1,-19.9328,40.9874,140,10.967957028046708,35.514940249558364
ST1,-19.9328,40.9874,150,10.42668537354654,35.523488344284466
ST1,-19.9328,40.9874,160,9.725040694672261,35.519712630771345
ST1,-19.9328,40.9874,170,9.231237162809741,35.494169752615875
ST1,-19.9328,40.9874,180,8.857091889149626,35.5120342013879
ST1,-19.9328,40.9874,190,8.115885307110423,35.42714201905043
ST1,-19.9328,40.9874,200,7.877779692916533,35.41598329074193
ST1,-19.9328,40.9874,210,7.634047432103936,35.43011715357303
ST1,-19.9328,40.9874,220,7.2972901371882095,35.38966662930753
ST1,-19.9328,40.9874,230,6.886558068084368,35.340244659646295
ST1,-19.9328,40.9874,240,6.716471968452205,35.31905335459092
ST1,-19.9328,40.9874,250,6.5725732250385285,35.296849566535926
ST1,-19.9328,40.9874,260,6.1996881029614705,35.29116854118011
ST1,-19.9328,40.9874,270,6.204937492006239,35.287569504922125
ST1,-19.9328,40.9874,280,6.005195590259919,35.2406825781566
ST1,-19.9328,40.9874,290,5.693191902174877,35.23182429746395
ST1,-19.9328,40.9874,300,5.731965925381353,35.26336165904355
ST1,-19.9328,40.9874,310,5.525489353570207,35.21386819231095
ST1,-19.9328,40.9874,320,5.424519087859052,35.15356822574846
ST1,-19.9328,40.9874,330,5.297891144811796,35.13198246239518
ST1,-19.9328,40.9874,340,5.258044964650489,35.1630921753143
ST1,-19.9328,40.9874,350,5.042298126074955,35.133066366010034
ST1,-19.9328,40.9874,360,5.164364420276277,35.11185770279105
ST1,-19.9328,40.9874,370,5.08348433983178,35.10644993290456
ST1,-19.9328,40.9874,380,4.848695134069256,35.04027839097821
ST1,-19.9328,40.9874,390,4.914811778719617,35.03165789863525
ST1,-19.9328,40.9874,400,4.881982185933759,34.99823635928807
ST1,-19.9328,40.9874,410,4.628447039827245,34.99287328058144
ST1,-19.9328,40.9874,420,4.696497000295861,34.95509005952338
ST1,-19.9328,40.9874,430,4.670616623581106,34.926813337897705
ST1,-19.9328,40.9874,440,4.49709441960176,34.89910487921111
ST1,-19.9328,40.9874,450,4.45813166598297,34.91575457623755
ST1,-19.9328,40.9874,460,4.439938641058666,34.885580059566315
ST1,-19.9328,40.9874,470,4.262904465771936,34.87087061858748
ST1,-19.9328,40.9874,480,4.270258237927322,34.85738443292776
ST1,-19.9328,40.9874,490,4.332125711326014,34.84039658297987
ST1,-19.9328,40.9874,500,4.343160780278523,34.82681087671118
ST1,-19.9328,40.9874,510,4.114716171458503,34.7926144960277
ST1,-19.9328,40.9874,520,4.060715515262561,34.770681540765196
ST1,-19.9328,40.9874,530,3.9470858714980217,34.72534313950726
ST1,-19.9328,40.9874,540,4.209480416931251,34.74152227731341
ST1,-19.9328,40.9874,550,4.101544235001772,34.7165283855417
ST1,-19.9328,40.9874,560,4.141097609652344,34.71573579484981
ST1,-19.9328,40.9874,570,3.9291307472397543,34.65272160163258
ST1,-19.9328,40.9874,580,3.985059992032857,34.61062832578423
ST1,-19.9328,40.9874,590,4.0888659867698935,34.606201931264685
ST1,-19.9328,40.9874,600,4.027050713472802,34.603092176800935
ST1,-19.9328,40.9874,610,4.18941997163088,34.592149142323315
ST1,-19.9328,40.9874,620,4.105524531805871,34.59190051094129
ST1,-19.9328,40.9874,630,3.9197847246962834,34.57687008525515
ST1,-19.9328,40.9874,640,4.113066129548952,34.59183862860024
ST1,-19.9328,40.9874,650,4.040807945466357,34.63495871613444
ST1,-19.9328,40.9874,660,4.087063182015937,34.64036955671249
ST1,-19.9328,40.9874,670,4.044907510820224,34.60237551674375
ST1,-19.9328,40.9874,680,3.96256397561548,34.63553091160769
ST1,-19.9328,40.9874,690,3.975314020309839,34.62304631207961
ST1,-19.9328,40.9874,700,4.181337154646521,34.63833827385553
ST1,-19.9328,40.9874,710,4.264117886166634,34.657066876711276
ST1,-19.9328,40.9874,720,4.082337091683217,34.66841491996216
ST1,-19.9328,40.9874,730,3.98686105394701,34.6158344086483
ST1,-19.9328,40.9874,740,4.041296280188825,34.64025589243703
ST1,-19.9328,40.9874,750,4.024358655121071,34.63622483079341
ST1,-19.9328,40.9874,760,4.016442526367247,34.66641909172672
ST1,-19.9328,40.9874,770,4.058591718079721,34.634513713252204
ST1,-19.9328,40.9874,780,4.110771026032575,34.64471124115769
ST1,-19.9328,40.9874,790,3.9494402224596548,34.652600907162004
ST1,-19.9328,40.9874,800,4.117791145121613,34.64228024235514
ST1,-19.9328,40.9874,810,4.170582794544632,34.643465889790534
ST1,-19.9328,40.9874,820,4.04546659172938,34.62716593754965
ST1,-19.9328,40.9874,830,4.073356053545551,34.66122712232407
ST1,-19.9328,40.9874,840,3.9915321625091273,34.65799985361624
ST1,-19.9328,40.9874,850,3.9137243678856533,34.64865713770118
ST1,-19.9328,40.9874,860,4.0536621268862,34.66685249288232
ST1,-19.9328,40.9874,870,4.038228119367548,34.6566281737185
ST1,-19.9328,40.9874,880,3.9500305317225233,34.664015586509485
ST1,-19.9328,40.9874,890,4.037425247782658,34.69282052477073
ST1,-19.9328,40.9874,900,4.05504638381008,34.697062068756885
ST1,-19.9328,40.9874,910,4.210606584904448,34.71676520657524
ST1,-19.9328,40.9874,920,3.9096817752386106,34.670629774847626
ST1,-19.9328,40.9874,930,4.016849193329679,34.6839654712413
ST1,-19.9328,40.9874,940,4.047669980430048,34.67027749920309
ST1,-19.9328,40.9874,950,3.9040870224089645,34.73055912783803
ST1,-19.9328,40.9874,960,3.9316010415484937,34.68852862132045
ST1,-19.9328,40.9874,970,4.013313539758776,34.71569820513171
