feature,importance
entropy,0.029882326554948227
bigram_11,0.02521051469665961
p5_C,0.021464534890656407
pattern_21,0.019075108868911415
first5_D,0.01795108757528227
bigram_1C,0.017379346848299924
p18_D,0.016969489385807876
seg3_2,0.01616100883037533
freq_B,0.01577927612295424
freq_2,0.015569523836463227
bigram_DC,0.015386379033027022
pattern_CD,0.014726570282078574
pattern_DC,0.01423820032703062
alternating,0.01420805316746155
p16_D,0.014111786801771765
p9_D,0.013911033175217854
bigram_B1,0.013642143655310208
seg1_2,0.013527879032980864
freq_1,0.012896741840284765
p14_C,0.012864784125063188
bigram_BD,0.012813880789037713
bigram_CA,0.012522745805665788
p13_A,0.012516376282716048
last_1,0.012125261027281106
seg1_C,0.011981116987923868
bigram_A2,0.010880252584545653
bigram_CD,0.010867512811172524
p16_B,0.010738183928640437
p4_1,0.010609627460619737
seg4_A,0.010362246368582934
bigram_22,0.009979775338479682
p13_2,0.009898594950145232
p9_1,0.009852873073324598
p14_A,0.009756005554107891
seg2_D,0.009751527727885767
p13_D,0.009545855150307985
seg4_1,0.009223264255321538
p12_2,0.009096415384525722
run_variance,0.008806572766970394
p7_B,0.008525740974487425
p7_A,0.008162826260514257
seg0_D,0.007934899957205407
seg2_1,0.007752133448549868
bigram_DA,0.007681980658783282
p14_B,0.007670669309317856
p7_D,0.007632754095078444
seg1_A,0.007462348004686938
p17_B,0.00737445434666689
bigram_CB,0.007285427039867656
bigram_2D,0.006842711463838872
p15_C,0.0067388837140271145
p9_2,0.006698947923561568
p3_2,0.006652391414625348
seg4_C,0.006517537737371767
p15_A,0.00640409047186241
seg3_C,0.0063177781368609146
p14_D,0.006310005907927076
bigram_AC,0.006298907443858413
first5_C,0.006081417846008167
seg4_2,0.006042838095097377
p17_2,0.006021899227716537
pattern_AB,0.005895920825188209
bigram_A1,0.005878103327795241
p18_C,0.0057727490981250885
p18_2,0.005748275308913864
number_ratio,0.0057042941855198455
p8_1,0.005689625476525482
same_transitions,0.005668303279278836
bigram_BC,0.005538083174313245
seg3_1,0.005387269253772244
seg3_A,0.005377815493377024
p18_A,0.005208489432125567
p1_2,0.005098713568959275
freq_C,0.004955846934194697
seg0_C,0.004940484785161835
seg2_A,0.004910331084521241
seg0_2,0.004836913607977244
seg4_D,0.004677609878796606
seg3_B,0.004677237793518013
p15_2,0.004668911818075029
p1_B,0.004647297046594506
bigram_C1,0.004644018484995257
p19_1,0.004242941133377531
bigram_AB,0.004170661691516989
seg4_B,0.004109895475121575
p2_1,0.0040780091712677305
transitions,0.0038933117786184635
p6_D,0.003888076442936986
trigram_BBB,0.003860989441460547
bigram_D2,0.0038599317105161585
first5_B,0.003827111466385411
freq_A,0.003785232286451352
p10_C,0.0037554330700134237
seg1_B,0.003675453821301259
p0_1,0.0035152611950344487
p3_B,0.003507212786612915
p12_1,0.003471813505714891
bigram_1B,0.003413772385745162
p5_B,0.003393370179680834
p3_D,0.003386321404572794
p19_B,0.0033572499141028707
p17_1,0.0033544536757185955
seg0_B,0.0032424076832107307
bigram_2C,0.0032368815515181697
bigram_1D,0.003224922339539871
seg3_D,0.0032046834707487545
last_A,0.003192129110780411
bigram_B2,0.0031515876639774524
p0_D,0.003040552005048268
bigram_21,0.0030272534895286526
bigram_1A,0.0030215827151695274
seg1_1,0.0030199266564835464
last5_C,0.0029898759605222693
p2_C,0.002970926299241456
p7_1,0.002947304446668164
p11_A,0.0028689244324550914
p1_C,0.002843859713972798
bigram_2A,0.00271912279811514
p5_A,0.002698526018172379
last5_1,0.002649436314129229
bigram_D1,0.0025137052202356754
first5_1,0.0024833180593418747
bigram_DD,0.0024733686406999108
p0_C,0.0024286871994538928
p3_C,0.0023524671543475426
p5_2,0.00229584342260754
p2_D,0.002228799489930396
trigram_111,0.002171941523578481
seg2_2,0.002107796795715857
p19_A,0.0020965002323675
p4_C,0.0020275894868846374
p4_2,0.002019505927506656
seg2_C,0.0020061485689172507
p9_B,0.0019547863010307715
p18_B,0.0019307724382545874
first5_A,0.0018621693463932033
bigram_BB,0.0018550695112706916
p10_2,0.0018475060082136954
bigram_C2,0.0018428886355637808
avg_run,0.0017724689998675194
last5_A,0.0017526485674034186
p13_C,0.0016000794469308722
bigram_12,0.0014715709456657863
seg0_1,0.001422137041897518
p10_B,0.001392035764916751
p13_1,0.0013484969803249011
p16_A,0.001342331057001704
pattern_BA,0.0013367178825196906
p6_2,0.0012393420305785161
last5_D,0.001186809981922446
bigram_2B,0.0011724876842280295
p18_1,0.00116367917218951
p6_1,0.0011449114523108873
p4_D,0.001033937450785306
last_B,0.0010271506517054321
p17_A,0.0010045120858394668
bigram_DB,0.000999451835687974
bigram_CC,0.0009672613824819999
p14_2,0.0009198744931471451
first_B,0.0009164308883361624
unique_chars,0.0009155037029840345
p5_D,0.000905568601323329
p7_2,0.0008682551511464815
trigram_AAA,0.000761232231725487
p11_B,0.0006190207158522756
p4_B,0.0
p12_B,0.0
p11_1,0.0
p11_2,0.0
p11_C,0.0
p11_D,0.0
seg2_B,0.0
p12_A,0.0
p12_C,0.0
p10_A,0.0
seg1_D,0.0
p12_D,0.0
last5_2,0.0
bigram_AA,0.0
p13_B,0.0
freq_D,0.0
bigram_AD,0.0
p10_D,0.0
p0_B,0.0
p10_1,0.0
first_D,0.0
trigram_DDD,0.0
trigram_DCBA,0.0
trigram_CCC,0.0
trigram_CBA,0.0
last5_B,0.0
trigram_ABCD,0.0
trigram_ABC,0.0
trigram_222,0.0
last_2,0.0
last_C,0.0
last_D,0.0
letter_ratio,0.0
max_run,0.0
p0_2,0.0
p0_A,0.0
p14_1,0.0
first_C,0.0
seg0_A,0.0
p6_C,0.0
p19_2,0.0
p19_C,0.0
p7_C,0.0
p19_D,0.0
p1_1,0.0
p1_A,0.0
p1_D,0.0
p6_B,0.0
p8_A,0.0
p6_A,0.0
p2_2,0.0
p2_A,0.0
p2_B,0.0
p3_1,0.0
p3_A,0.0
p4_A,0.0
p8_2,0.0
p8_B,0.0
p5_1,0.0
first_2,0.0
p15_1,0.0
p15_B,0.0
first_A,0.0
bigram_BA,0.0
p15_D,0.0
p16_1,0.0
p16_2,0.0
pattern_12,0.0
p8_C,0.0
p16_C,0.0
p9_C,0.0
first_1,0.0
p9_A,0.0
p17_C,0.0
p17_D,0.0
p8_D,0.0
first5_2,0.0
