timestamp_utc,asset_id,zone,vibration_rms_mm_s,peak_accel_g,bearing_temp_c,rpm,load_pct,quality_flag
2024-01-01T00:00:00,ASSET_001,BEARING_A,2.393,10.198,51.2,1788.3,90.8,GOOD
2024-01-01T01:00:00,ASSET_001,BEARING_A,2.431,7.803,50.6,1771.4,65.8,GOOD
2024-01-01T02:00:00,ASSET_001,BEARING_A,1.686,5.426,49.6,1815.7,65.9,GOOD
2024-01-01T03:00:00,ASSET_001,BEARING_A,1.782,5.675,52.8,1928.0,78.9,GOOD
2024-01-01T04:00:00,ASSET_001,BEARING_A,1.862,6.867,50.4,1785.4,69.0,GOOD
2024-01-01T05:00:00,ASSET_001,BEARING_A,2.765,8.941,51.7,1788.5,78.9,GOOD
2024-01-01T06:00:00,ASSET_001,BEARING_A,2.275,5.732,49.0,1809.8,82.4,GOOD
2024-01-01T07:00:00,ASSET_001,BEARING_A,2.265,6.786,48.5,1838.7,69.6,GOOD
2024-01-01T08:00:00,ASSET_001,BEARING_A,2.319,6.073,52.3,1780.7,68.2,ERROR
2024-01-01T09:00:00,ASSET_001,BEARING_A,2.402,9.106,53.5,1844.7,82.5,GOOD
2024-01-01T10:00:00,ASSET_001,BEARING_A,1.969,6.587,52.3,1848.8,70.2,GOOD
2024-01-01T11:00:00,ASSET_001,BEARING_A,2.167,8.863,49.9,1841.7,78.0,GOOD
2024-01-01T12:00:00,ASSET_001,BEARING_A,2.334,7.415,52.4,1876.9,74.6,GOOD
2024-01-01T13:00:00,ASSET_001,BEARING_A,2.697,8.901,51.6,1729.1,85.4,GOOD
2024-01-01T14:00:00,ASSET_001,BEARING_A,2.164,7.959,54.6,1774.1,66.9,GOOD
2024-01-01T15:00:00,ASSET_001,BEARING_A,2.081,7.806,54.0,1812.9,78.1,GOOD
2024-01-01T16:00:00,ASSET_001,BEARING_A,2.263,9.016,50.3,1783.6,71.1,GOOD
2024-01-01T17:00:00,ASSET_001,BEARING_A,1.797,3.904,52.3,1780.2,72.1,GOOD
2024-01-01T18:00:00,ASSET_001,BEARING_A,2.19,8.107,55.4,1808.7,77.6,GOOD
2024-01-01T19:00:00,ASSET_001,BEARING_A,2.218,7.743,48.3,1746.4,65.1,GOOD
2024-01-01T20:00:00,ASSET_001,BEARING_A,2.261,10.697,51.3,1815.1,74.7,GOOD
2024-01-01T21:00:00,ASSET_001,BEARING_A,1.894,7.357,49.3,1761.2,82.7,GOOD
2024-01-01T22:00:00,ASSET_001,BEARING_A,2.668,7.468,52.9,1909.5,65.1,GOOD
2024-01-01T23:00:00,ASSET_001,BEARING_A,2.079,9.052,53.4,1800.5,71.3,GOOD
2024-01-02T00:00:00,ASSET_001,BEARING_A,1.933,7.222,49.8,1877.5,67.2,GOOD
2024-01-02T01:00:00,ASSET_001,BEARING_A,2.157,7.165,52.8,1852.2,80.3,GOOD
2024-01-02T02:00:00,ASSET_001,BEARING_A,1.774,6.371,52.1,1839.1,62.6,GOOD
2024-01-02T03:00:00,ASSET_001,BEARING_A,1.862,7.092,54.1,1811.3,83.5,ERROR
2024-01-02T04:00:00,ASSET_001,BEARING_A,2.348,7.38,55.4,1823.7,63.1,GOOD
2024-01-02T05:00:00,ASSET_001,BEARING_A,2.459,7.684,49.4,1838.5,87.7,GOOD
2024-01-02T06:00:00,ASSET_001,BEARING_A,2.511,11.171,51.2,1762.3,66.1,GOOD
2024-01-02T07:00:00,ASSET_001,BEARING_A,2.022,7.966,51.2,1860.5,80.4,GOOD
2024-01-02T08:00:00,ASSET_001,BEARING_A,2.19,10.642,52.9,1757.1,64.3,GOOD
2024-01-02T09:00:00,ASSET_001,BEARING_A,2.416,8.306,53.2,1777.4,82.8,GOOD
2024-01-02T10:00:00,ASSET_001,BEARING_A,2.139,8.404,52.1,1737.7,76.7,GOOD
2024-01-02T11:00:00,ASSET_001,BEARING_A,2.391,8.645,50.1,1852.9,75.5,GOOD
2024-01-02T12:00:00,ASSET_001,BEARING_A,2.603,10.481,49.0,1753.1,80.2,GOOD
2024-01-02T13:00:00,ASSET_001,BEARING_A,2.434,8.549,53.4,1871.9,75.1,GOOD
2024-01-02T14:00:00,ASSET_001,BEARING_A,2.568,9.826,51.1,1837.9,67.3,GOOD
2024-01-02T15:00:00,ASSET_001,BEARING_A,2.213,7.703,50.6,1710.6,78.6,GOOD
2024-01-02T16:00:00,ASSET_001,BEARING_A,2.145,8.676,51.8,1746.1,67.8,GOOD
2024-01-02T17:00:00,ASSET_001,BEARING_A,2.493,11.702,55.4,1868.2,83.3,GOOD
2024-01-02T18:00:00,ASSET_001,BEARING_A,1.683,6.049,50.3,1842.6,67.1,GOOD
2024-01-02T19:00:00,ASSET_001,BEARING_A,2.259,7.034,55.0,1783.3,71.8,GOOD
2024-01-02T20:00:00,ASSET_001,BEARING_A,2.825,10.46,49.2,1845.9,96.2,GOOD
2024-01-02T21:00:00,ASSET_001,BEARING_A,2.607,8.173,49.1,1788.1,93.7,GOOD
2024-01-02T22:00:00,ASSET_001,BEARING_A,1.327,3.966,51.1,1737.6,91.3,GOOD
2024-01-02T23:00:00,ASSET_001,BEARING_A,1.873,6.435,50.7,1802.9,98.5,GOOD
2024-01-03T00:00:00,ASSET_001,BEARING_A,2.01,7.499,52.0,1770.0,75.7,GOOD
2024-01-03T01:00:00,ASSET_001,BEARING_A,2.191,5.589,54.2,1769.2,96.1,GOOD
2024-01-03T02:00:00,ASSET_001,BEARING_A,2.263,8.587,52.2,1768.9,72.9,GOOD
2024-01-03T03:00:00,ASSET_001,BEARING_A,2.163,6.897,51.0,1847.6,89.5,GOOD
2024-01-03T04:00:00,ASSET_001,BEARING_A,2.557,9.754,50.0,1772.0,82.5,GOOD
2024-01-03T05:00:00,ASSET_001,BEARING_A,2.498,6.511,49.3,1766.5,86.6,GOOD
2024-01-03T06:00:00,ASSET_001,BEARING_A,2.252,9.12,53.3,1840.7,88.1,GOOD
2024-01-03T07:00:00,ASSET_001,BEARING_A,2.326,7.862,53.4,1786.4,68.9,GOOD
2024-01-03T08:00:00,ASSET_001,BEARING_A,2.351,8.928,50.0,1904.6,64.9,GOOD
2024-01-03T09:00:00,ASSET_001,BEARING_A,1.96,7.614,53.0,1765.0,74.9,GOOD
2024-01-03T10:00:00,ASSET_001,BEARING_A,2.619,8.973,50.1,1783.9,79.1,GOOD
2024-01-03T11:00:00,ASSET_001,BEARING_A,2.159,7.09,52.1,1828.0,83.7,GOOD
2024-01-03T12:00:00,ASSET_001,BEARING_A,1.896,5.302,50.2,1789.3,78.1,GOOD
2024-01-03T13:00:00,ASSET_001,BEARING_A,2.775,9.294,51.7,1765.9,74.5,GOOD
2024-01-03T14:00:00,ASSET_001,BEARING_A,2.432,7.506,52.7,1876.6,73.9,GOOD
2024-01-03T15:00:00,ASSET_001,BEARING_A,2.458,8.18,52.6,1803.5,84.8,GOOD
2024-01-03T16:00:00,ASSET_001,BEARING_A,2.369,7.375,51.7,1824.9,89.5,GOOD
