station_id,lat,lon,pressure_dbar,temperature_c,salinity_psu
ST0,-19.7649,41.4093,0.0,22.070529999999998,35.504702
ST0,-19.7649,41.4093,40.816326530612244,21.254203469387754,35.09653873469388
ST0,-19.7649,41.4093,81.63265306122449,19.80522387755102,34.751640775510204
ST0,-19.7649,41.4093,122.44897959183673,18.172570816326527,34.42511016326531
ST0,-19.7649,41.4093,163.26530612244898,16.53991775510204,34.09857955102041
ST0,-19.7649,41.4093,204.0816326530612,14.90726469387755,33.77204893877551
ST0,-19.7649,41.4093,244.89795918367346,13.274611632653059,33.44551832653062
ST0,-19.7649,41.4093,285.7142857142857,11.64195857142857,33.118987714285716
ST0,-19.7649,41.4093,326.53061224489795,10.00930551020408,34.9844965850532
ST0,-19.7649,41.4093,367.3469387755102,8.376652448979591,34.962195025005556
ST0,-19.7649,41.4093,408.1632653061224,6.743999387755101,34.941641674274614
ST0,-19.7649,41.4093,448.9795918367347,5.11134632653061,34.922699491513995
ST0,-19.7649,41.4093,489.7959183673469,3.47869326530612,34.90524217798719
ST0,-19.7649,41.4093,530.6122448979592,5.455254815183329,34.889153335459135
ST0,-19.7649,41.4093,571.4285714285714,5.3082583048781755,34.87432569010035
ST0,-19.7649,41.4093,612.2448979591836,5.168573507231734,34.86066037722887
ST0,-19.7649,41.4093,653.0612244897959,5.035836732372096,34.84806628212092
ST0,-19.7649,41.4093,693.8775510204082,4.909702380624429,34.83645943249517
ST0,-19.7649,41.4093,734.6938775510204,4.789842042691493,34.82576243861987
ST0,-19.7649,41.4093,775.5102040816327,4.675943644591838,34.81590397730971
ST0,-19.7649,41.4093,816.3265306122448,4.567710635129392,34.80681831637199
ST0,-19.7649,41.4093,857.1428571428571,4.464861213778895,34.798444876331175
ST0,-19.7649,41.4093,897.9591836734694,4.367127596976878,34.790727826509745
ST0,-19.7649,41.4093,938.7755102040816,4.2742553209078435,34.783615712772
ST0,-19.7649,41.4093,979.5918367346939,4.1860025789703865,34.77706111444892
ST0,-19.7649,41.4093,1020.4081632653061,4.102139592198208,34.77102032815653
ST0,-19.7649,41.4093,1061.2244897959183,4.02244801099686,34.765453076399574
ST0,-19.7649,41.4093,1102.0408163265306,3.9467203466385237,34.76032223901762
ST0,-19.7649,41.4093,1142.857142857143,3.874759431034658,34.75559360568303
ST0,-19.7649,41.4093,1183.6734693877552,3.806377903379942,34.75123564780043
ST0,-19.7649,41.4093,1224.4897959183672,3.7413977223309174,34.747219308286944
ST0,-19.7649,41.4093,1265.3061224489795,3.6796497024492236,34.74351780783142
ST0,-19.7649,41.4093,1306.1224489795918,3.620973073702477,34.74010646634093
