date,avg_load,peak_load,min_load
2026-01-01,119.03059179921992,129.17245900376534,100.23506795781047
2026-01-02,117.59104438728394,122.75303557812713,112.78083881200445
2026-01-03,119.20055323809362,133.377633961767,106.80604758807154
2026-01-04,120.04124249474218,134.00755820670867,106.09718329601237
2026-01-05,119.33481116978483,131.7151365311386,107.84162800297403
2026-01-06,120.35756266072292,133.42636049786327,105.43746154292134
2026-01-07,120.54993719637503,131.90623301772763,104.94228385982177
2026-01-08,119.03307668718189,133.9289859475831,100.49153757181573
2026-01-09,117.48489382621533,123.661002156248,111.38447092379266
2026-01-10,119.40787474585397,135.52879146487894,105.94229266756572
2026-01-11,120.01001715707552,137.0150355822228,105.00891592707211
2026-01-12,119.15007463501001,135.49895982307441,106.32377552874497
2026-01-13,120.55381413076039,135.28794316479448,109.53143222910028
2026-01-14,120.37103628663111,129.0758391497246,103.56823549345026
2026-01-15,119.05023248248033,132.0535363703438,98.57535937657433
2026-01-16,117.70087902911295,123.12926362985355,111.52510064284327
2026-01-17,119.34136663665612,134.4694443510182,107.93068122005064
2026-01-18,119.73651844075319,136.39664471869438,107.02060006752306
2026-01-19,119.53430232546481,136.44472756798538,108.80019884421674
2026-01-20,120.56374641911977,131.41425701001563,104.41910696738967
2026-01-21,120.5394172828966,134.61665247256295,104.3054097153247
2026-01-22,118.69774889092149,130.6395276713736,102.30486163472443
2026-01-23,117.86430535708858,121.4268523589663,112.44176009821982
2026-01-24,119.67569962025703,130.29909964632222,106.15386206565073
2026-01-25,119.77227921116594,136.96482274766313,106.36982398750487
2026-01-26,119.54691256980648,136.2782872598713,109.1484907362661
2026-01-27,120.20905249541876,132.55533513527078,107.39419914232542
2026-01-28,120.4315829491835,131.15400282668378,102.75925872766058
2026-01-29,118.88328099092352,129.0618680316809,100.36621387892778
2026-01-30,117.75407522680204,123.7136703720537,112.37810610230034
2026-01-31,120.08057850992647,131.61327690807448,106.74056780890902
2026-02-01,117.56228616618823,132.903029426266,102.71783035526514
2026-02-02,117.07447088775535,134.85407499175625,106.05098844613498
2026-02-03,117.34312909906465,129.74244054362777,106.5350207235352
2026-02-04,118.18734213608248,135.34664384928917,102.81654741481164
2026-02-05,116.42940259468175,126.54335897020938,100.54671877618127
2026-02-06,115.52538689439398,120.45954652470331,108.9226962203497
2026-02-07,116.93926782484549,131.20352162717657,103.50236212082936
2026-02-08,117.36182402488815,135.41165862636123,104.34008859258998
2026-02-09,117.20743904355402,131.74796090829523,106.92187196547945
2026-02-10,117.88934638108343,132.18636819893692,102.31874690730868
2026-02-11,117.99051266863252,129.59065091087007,102.03236558601853
2026-02-12,116.7143623236913,125.93128694260585,101.43218968227187
2026-02-13,115.25859681090822,120.12366332426038,108.60875347771464
2026-02-14,116.9516639473664,126.84624677807207,101.44067177339498
2026-02-15,117.14556537814957,133.2123379109798,98.45592817717683
2026-02-16,116.99078369895527,133.22397543525284,103.80954550408394
2026-02-17,117.863423416177,131.18261299544125,104.82176493098883
2026-02-18,118.42246873179518,129.3921509536291,105.09034568553193
2026-02-19,116.80305153681468,127.18721836769238,95.31476724515404
2026-02-20,115.2265207097641,119.91371477797982,110.506213014907
2026-02-21,117.06776949967751,130.14994301388975,104.76115198337698
2026-02-22,117.23089769770668,129.679530164525,102.05102205740248
2026-02-23,116.76278995824163,135.2639697730152,105.80062530044916
2026-02-24,117.68967040891603,131.22678208292834,104.08514785056859
2026-02-25,117.62442676496404,128.9702221298231,102.83949938919868
2026-02-26,116.74128202974849,129.41735607654562,96.19105197903905
2026-02-27,114.99091176428891,120.7782095754428,110.40683238362347
2026-02-28,117.33235385865373,132.14778868298464,103.10299732067593
2026-03-01,110.52366040809538,124.48738019692907,94.7049567189508
2026-03-02,109.94203722820247,122.09365735080043,99.87514130354104
2026-03-03,110.628923401066,121.31322691300178,99.75282283830082
2026-03-04,110.94852408074472,121.87729854153864,97.28939344184792
2026-03-05,109.52247562838807,121.56232761040513,90.59777548479107
2026-03-06,107.91169150786641,114.11111526601512,103.49472963143846
2026-03-07,110.27395946429961,123.28117144847225,97.45884586333709
2026-03-08,109.99806912638633,125.26615556883866,93.56748482088005
2026-03-09,110.02626573393322,124.70194221731701,99.74404763660642
2026-03-10,111.10919366152665,124.37678540824874,100.80591354278064
2026-03-11,110.7776609491553,122.99749904133789,97.7876408591965
2026-03-12,109.37527863501992,120.83083477929777,90.19657690098298
2026-03-13,108.1963879208095,115.69352181005547,103.59565976325992
2026-03-14,109.68557744081386,121.45796792495172,96.73531866406245
2026-03-15,110.33876811054522,122.92604282377474,95.75709177795237
2026-03-16,110.1323753529191,124.52150116431807,98.18726598406448
2026-03-17,110.52765028966121,120.9073166533649,100.14524195046438
2026-03-18,111.28357221003073,125.79740507101101,100.11389202352179
2026-03-19,109.68527272418463,120.78068933765307,90.32031045676698
2026-03-20,107.89088905566291,112.88052302373698,102.95636194759619
2026-03-21,109.8383008438579,121.70676028216289,95.92066501704059
2026-03-22,110.48367303259191,126.43281061173748,95.13311276149844
2026-03-23,109.9301510380853,126.97025384309408,97.53718506896365
2026-03-24,110.81006984230412,121.0854899749495,99.76475353846106
2026-03-25,110.90363711333532,121.3453931342019,99.17766545157997
2026-03-26,109.30560458630316,123.82357775555822,91.14182944519598
2026-03-27,108.30915793735413,112.63150867047385,103.31831932637336
2026-03-28,109.90559948107767,123.79127006627809,99.69465446568957
2026-03-29,110.01445678960381,124.94825056759183,95.12371847775293
2026-03-30,109.86943061568464,124.0241256032921,97.62918079031908
2026-03-31,110.7425368712497,124.56238038308875,101.03558237648984
2026-04-01,105.55104205333483,115.62293067866601,91.87945462037608
2026-04-02,105.05534059163107,116.29405533029454,87.2265915648727
2026-04-03,103.73929012481769,107.47458997123991,98.57126686183189
2026-04-04,105.21696763835892,121.44543992767983,95.49843611598543
2026-04-05,105.5009540577018,118.792176860409,94.14085396718282
2026-04-06,105.20550099980068,118.6479108997936,94.80135466429464
2026-04-07,105.94585452268306,116.17181645348327,96.68333030932963
2026-04-08,106.20350775644056,119.36384773506221,90.91301909803919
2026-04-09,104.94390384481575,116.65293065553585,88.59650391591319
2026-04-10,103.18951327066223,108.20570051184933,98.44236864141075
2026-04-11,105.07197154526018,118.43081752343763,92.398857948055
2026-04-12,105.71921005856048,119.2161095896077,95.76257532915166
2026-04-13,105.11452052688094,119.792871478587,93.72860201764782
2026-04-14,105.99108697018374,119.41986498414721,94.54299012136401
2026-04-15,106.06724061372894,114.55763179535944,92.9619865435725
2026-04-16,104.53288328681367,117.71893412551307,88.10954027486206
2026-04-17,103.38039457063705,109.39419734228066,97.67906059724672
2026-04-18,104.90416821033538,115.54958099751978,93.14872217390631
2026-04-19,105.34324532051244,120.47144169019155,92.81869999769215
2026-04-20,105.35852439343506,117.93871940814988,94.34542391677213
2026-04-21,105.86458605709375,117.65593918187348,96.37204674463824
2026-04-22,106.04349545110678,117.59003654886655,93.75120285778318
2026-04-23,104.5603916577967,115.08221711363751,87.29892754074932
2026-04-24,103.72424338732857,107.72894038639114,98.18681253393835
2026-04-25,105.14400701383981,114.5914010269155,92.07958325749834
2026-04-26,105.34555315986536,118.28677930960951,91.65240360659925
2026-04-27,104.98273386485555,118.38316408528084,94.25581105045005
2026-04-28,105.84614359340685,118.5399058855677,94.39024273869491
2026-04-29,105.65851948318338,117.95954671341637,95.00780977401475
2026-04-30,104.3670726954532,115.75193482518601,85.10770832497897
2026-05-01,105.64856499636768,110.32402679919895,99.93407015511974
2026-05-02,107.70392455022507,117.60277304048114,93.20788513080537
2026-05-03,107.61270080227938,121.18308315472495,93.02246847494588
2026-05-04,107.36934895362225,119.14246993818448,97.32508607243118
2026-05-05,108.23067503865781,118.68714406379068,95.95320414447674
2026-05-06,108.00157924212151,119.42560568257612,90.68213997050161
2026-05-07,107.03257191654525,118.40016993435704,92.03464056546355
2026-05-08,105.64661220061818,109.39662766376607,100.51970595320604
2026-05-09,107.4316369556913,118.38570178899586,93.46634792148595
2026-05-10,107.52174223322908,122.7819945149184,93.90359609650747
2026-05-11,107.74479302683135,123.45991296053758,95.05373365933379
2026-05-12,108.40672372327789,121.1308918013464,96.55038325232678
2026-05-13,108.65242151619253,116.88160112637924,96.31289456195137
2026-05-14,107.4610848696721,116.2917090215486,90.28147844112824
2026-05-15,106.15168498864762,113.76644766373774,101.46408100010656
2026-05-16,107.54050006041034,117.7319826235908,94.7568171867556
2026-05-17,107.80429404746894,121.13431326750353,93.33877591366044
2026-05-18,107.53775577383466,122.14830803927036,98.01939362894572
2026-05-19,108.60023134401372,119.65866998178592,95.52036780295926
2026-05-20,108.43819361425676,124.06781796616659,92.765599233627
2026-05-21,106.87387689053482,116.85372251462667,89.56918002093384
2026-05-22,105.6106550643845,110.65932446699816,100.3606897104911
2026-05-23,107.39291357453003,122.05700744275383,95.1197538006749
2026-05-24,108.43091977484659,118.51102473704921,94.3969499914249
2026-05-25,107.81821846789522,122.51559891827546,98.19832417963873
2026-05-26,108.19904760308144,120.52563985037831,95.50069113663633
2026-05-27,108.13655850981534,117.40049866588173,92.87335041849416
2026-05-28,106.96593788904357,118.25076023444217,86.49729079113634
2026-05-29,106.00144618389935,112.01904299084511,100.54651317264342
2026-05-30,107.25560454627858,122.73215348584957,98.65903518663347
2026-05-31,107.7689139862963,122.5454653783937,93.49411017049897
2026-06-01,113.9779327696754,126.762623887315,102.10540549065041
2026-06-02,114.21412212528706,128.2652173228263,103.01075785451438
2026-06-03,114.77825041422962,123.5362468332527,98.31400828518832
2026-06-04,113.01033348395794,127.35050968874435,92.14690912391048
2026-06-05,111.59909279506438,118.99224600984843,104.75656881390611
2026-06-06,113.79257324545263,125.87950656831565,102.25359060485377
2026-06-07,113.76966347784833,126.79491142752572,98.9781127942906
2026-06-08,113.28261904601452,125.42922573849683,103.44215501264743
2026-06-09,114.00990804816517,125.78537792899004,102.61833657598348
2026-06-10,114.75892367847767,126.43968026019513,95.68016197038878
2026-06-11,112.71349258343768,125.25943454926723,95.24831144216331
2026-06-12,112.23589758427464,118.13108259005863,106.5255345781762
2026-06-13,113.08259685017663,125.51413086292828,99.7038387437496
2026-06-14,113.97211377144653,131.69997164725112,100.27185450042715
2026-06-15,113.36000360711694,125.73874337178418,103.21281799461732
2026-06-16,114.35502503743713,127.5957180763678,99.40589300726961
2026-06-17,114.43696120585379,130.18537649006697,100.96935415939014
2026-06-18,112.80890709718459,126.18865335848761,93.71474062001887
2026-06-19,111.70713559239897,116.62082111971777,105.35650462164844
2026-06-20,113.12480350384583,126.73950864567827,99.38171776281553
2026-06-21,113.80040502371243,126.37345026791641,98.7965473930751
2026-06-22,113.72496016742353,126.16902317924672,103.70258600385041
2026-06-23,114.37346226605979,126.07896262479944,102.91130873987674
2026-06-24,114.48547085338926,124.35357891242421,101.40794174377574
2026-06-25,113.1172222974697,123.32552133128056,94.923513085411
2026-06-26,111.1629937091307,115.90169655905156,104.75882647394727
2026-06-27,113.48949059471126,127.38390688593915,95.14303602976094
2026-06-28,113.83828397567504,129.71250594696127,99.44221465135283
2026-06-29,113.84787286264613,130.5819673554172,102.64001820056406
2026-06-30,114.2500961460563,126.89037803259578,104.20265350991706
2026-07-01,122.7542322060335,136.3406373768083,109.13395909091768
2026-07-02,120.97124918244191,132.7382904417635,99.99180067016138
2026-07-03,119.81323597022617,125.91226728078374,114.1529764095264
2026-07-04,121.90867345359106,137.5303840587235,106.21810299633124
2026-07-05,122.31384702985149,137.54380144259534,102.43292769002946
2026-07-06,122.05544491039427,136.4926681334049,107.69904681100923
2026-07-07,122.67431803625692,136.47554004218844,111.63573036366824
2026-07-08,122.80322601213517,134.417052375217,109.23218085918529
2026-07-09,121.30376063282576,132.9239232451536,97.83838451303
2026-07-10,119.77605355161084,125.4574082965398,115.11788205843548
2026-07-11,121.72973130445352,136.32098516763105,104.65179174696121
2026-07-12,121.75884181940289,136.10804904588758,106.17311595454369
2026-07-13,121.79808458833692,135.93996719407167,107.83380294478904
2026-07-14,122.7334425693039,140.7964120107755,111.87889322713937
2026-07-15,122.78918308770095,135.14763605457404,110.24462796849245
2026-07-16,121.59385281220227,134.71622335297482,103.88886309267104
2026-07-17,119.81572684617286,125.20634579761042,112.86634369160245
2026-07-18,121.84588876146614,135.77557758734483,106.007506477708
2026-07-19,122.08272603912953,138.09892813694267,105.775888409074
2026-07-20,122.27649373023645,137.99233046131943,111.05312912809224
2026-07-21,122.59921879104911,135.23771414013882,112.69637733164917
2026-07-22,123.14790527961931,132.89492060115745,107.73227817974416
