feature,importance
autocorr_5,0.04109499200259518
autocorr_1,0.028160909954427826
var,0.02476116329240484
freq_z,0.024479981159397434
trend_slope,0.02351867419291402
fft_std,0.023411955597653918
autocorr_3,0.022796791357320146
std,0.02158522654425456
diff_abs_std,0.021424757962264153
autocorr_10,0.020464755895524957
diff_std,0.02045360321054349
fft_mean,0.020409480797582997
autocorr_2,0.019759000991698906
entropy,0.01705804122685766
diff_abs_mean,0.016640702743581242
freq_*,0.016462228636915197
std_run,0.016393674474532185
num_valleys,0.016292110049591343
mean,0.01571941156601199
fft_max,0.01517102378894989
diff_mean,0.013424728093195696
freq_v,0.013407566629656642
second_freq_*,0.013394428238819393
second_freq_z,0.012959482528776944
freq_y,0.012914626827452359
dominant_freq,0.012277230084621242
freq_diff_w,0.011918809387583352
q2_freq_y,0.01183050987601291
q1_freq_w,0.011506012419348358
second_freq_y,0.010777186380190686
freq_diff_y,0.010725070026133706
freq_diff_z,0.010682291008902538
freq_u,0.010370454398829318
freq_.,0.009812390305581996
q3_freq_z,0.009526483440081
first_freq_x,0.00948156909188737
freq_w,0.009366370994432266
p75,0.009282524251412284
freq_diff_x,0.009268822852716201
first_freq_z,0.009185286242657237
freq_diff_v,0.009010379442979971
freq_diff_*,0.008714584883900804
freq_x,0.008688722044633649
first_freq_*,0.00860078598100684
num_runs,0.00831042354121337
q1_freq_u,0.008301074800893446
freq_diff_u,0.00825319824193349
first_freq_v,0.007837765727085838
second_freq_.,0.007706568723756849
q2_freq_*,0.007692901556699207
mean_run,0.007548553491139712
consec_*,0.007362516979574655
second_freq_v,0.007319918693168078
q0_freq_v,0.007229673419374097
q0_freq_*,0.007034372811200392
consec_z,0.006923149119387587
freq_diff_.,0.006808284678825013
q2_freq_z,0.006714858679726352
q3_freq_.,0.006711043696559833
first_freq_y,0.00651240371289278
q3_freq_v,0.006499764208707703
p25,0.006312036102369207
q1_freq_.,0.006302054362942394
q0_freq_w,0.00628222043680522
q0_freq_y,0.00627339940242831
first_freq_w,0.0062268067998973
num_peaks,0.006188996040262913
q3_freq_u,0.0059389310554502145
q0_freq_u,0.005914518903966397
first_freq_u,0.005610428695357592
q2_freq_w,0.0055607180727897864
q0_freq_.,0.005548108461872336
first_freq_.,0.0055473000140200835
iqr,0.005535549057727989
q2_freq_u,0.005473294255357356
q3_freq_*,0.005427836643295394
second_freq_w,0.005322187513694505
second_freq_x,0.00513890323885358
q1_freq_v,0.005095120871396144
q0_freq_z,0.0050208804631099255
q2_freq_v,0.0048603885924338435
second_freq_u,0.004759852298458511
max_run,0.004690736222470896
q1_freq_x,0.0046397074519778266
q1_freq_*,0.004469212266512812
p90,0.004442764556319314
q1_freq_y,0.004268351205041565
q3_freq_w,0.004234958871164946
median,0.004156469158583486
consec_u,0.004147995722674481
q1_freq_z,0.004108995294853374
consec_.,0.003416840741158921
q2_freq_x,0.0033739531518782195
q3_freq_x,0.0032966139355788847
q2_freq_.,0.003128605911539252
q0_freq_x,0.0030657248390921457
q3_freq_y,0.0029611878908912133
p10,0.002791510533500021
consec_x,0.002709124713085961
diff_max,0.002598559707250607
consec_w,0.002419070382154601
consec_y,0.0023390154539041845
consec_v,0.0023281515875227
max,7.462259922976221e-05
min,4.702356315291897e-05
range,0.0
