store_id,sales_revenue_usd,ad_spend_usd,foot_traffic,competitor_count,implied_ad_ratio,ROAS,performance
1,296918.8788888889,8235.268333333333,3294.4444444444443,4.833333333333333,0.028050689256745327,36.05454817872426,High
2,302559.5752777778,8266.394166666667,3470.6111111111113,5.166666666666667,0.027342137946318328,36.60115513216346,High
3,301856.0825,8750.994444444445,3341.6388888888887,4.833333333333333,0.02957917993937285,34.49391773887285,Low
4,297936.7825,8504.504444444445,3308.9166666666665,5.222222222222222,0.028985485025730964,35.03282107102981,Low
5,298688.9688888889,8543.130277777778,3256.222222222222,4.583333333333333,0.028238165252552655,34.962473844725594,Low
6,297545.2816666667,8200.610277777778,3303.8888888888887,5.305555555555555,0.02705894185988359,36.28330960598901,High
7,301300.64194444445,8298.051944444444,3360.777777777778,4.916666666666667,0.02762302340924872,36.30980427233474,High
8,298541.7247222222,8439.284444444444,3207.0833333333335,5.138888888888889,0.028316249589753067,35.37524143042143,Low
9,300206.8913888889,8364.390833333333,3314.3333333333335,5.138888888888889,0.02798166875893666,35.89106455816484,Medium
10,296944.53444444446,8611.776944444444,3209.9444444444443,4.861111111111111,0.02895773685223617,34.48121524280849,Low
11,297351.44416666665,8508.271666666667,3175.1666666666665,5.0,0.028713190464643646,34.94851314299437,Low
12,297327.84055555554,8421.788055555555,3313.75,5.111111111111111,0.028105039006706217,35.3045978590519,Low
13,294559.58194444445,8057.301944444444,3366.1666666666665,4.527777777777778,0.02695485550506093,36.558091526847264,High
14,299028.0780555556,8365.9375,3324.6944444444443,4.75,0.02790857463878949,35.743522833580286,Medium
15,301673.1538888889,8437.3975,3357.8333333333335,4.361111111111111,0.02813073160304993,35.75428962412745,Medium
16,305016.78944444447,8574.701944444445,3448.8888888888887,4.916666666666667,0.028419935819021833,35.57170749731599,Medium
17,295744.3552777778,8083.600555555556,3353.6388888888887,5.416666666666667,0.02650465935748996,36.585721083722255,High
18,302200.86583333334,8495.21611111111,3364.0555555555557,4.583333333333333,0.02793696754824327,35.57306393160229,Medium
19,301687.74583333335,8507.973055555556,3313.277777777778,4.472222222222222,0.028236063154296234,35.459414817532426,Medium
20,299497.2961111111,8259.982777777777,3414.5833333333335,4.777777777777778,0.027533987536857877,36.25882815601781,High
21,295247.6305555555,8174.586111111111,3282.6944444444443,5.25,0.02744474428548343,36.117746702092624,High
22,305152.52777777775,8702.015277777777,3453.4444444444443,5.222222222222222,0.028902810783136414,35.06688026129324,Low
23,301919.69583333336,8432.539722222222,3381.1111111111113,5.361111111111111,0.02759533513891953,35.804123760921776,Medium
24,298483.61250000005,8257.321944444446,3390.777777777778,5.055555555555555,0.026967626755601774,36.147750385440744,High
25,295729.25694444444,8091.837777777777,3326.6944444444443,4.861111111111111,0.02713922352967828,36.54661216226942,High
26,299494.5175,8255.8875,3312.222222222222,4.694444444444445,0.027225101988380546,36.27647754405568,High
27,300765.7858333333,8479.018888888888,3454.6111111111113,5.25,0.028272722278284708,35.47176740312067,Medium
28,294360.54805555556,7948.018333333334,3317.472222222222,5.888888888888889,0.02647741493358702,37.035715786038345,High
29,297258.69861111115,8240.110555555555,3305.3333333333335,5.055555555555555,0.027444354446923284,36.07460077227929,High
30,296781.09194444446,8276.75611111111,3246.1111111111113,4.861111111111111,0.028215921717899703,35.8571749560231,Medium
31,299978.5375,8472.838333333333,3287.722222222222,4.722222222222222,0.028399692545467044,35.40472810862475,Medium
32,297290.0252777778,8243.202222222222,3327.6666666666665,5.0,0.027748350615732092,36.064871061434864,High
33,302401.6238888889,8533.0,3397.8888888888887,4.444444444444445,0.02863663613524177,35.43907463833223,Medium
34,302704.6933333333,8604.573888888888,3367.3888888888887,4.694444444444445,0.028622306113892153,35.17951001899313,Low
35,299658.07944444445,8541.626666666667,3262.722222222222,5.388888888888889,0.028413418163044848,35.0820857827757,Low
36,298627.1836111111,8177.275833333333,3461.277777777778,5.055555555555555,0.02754790487608044,36.51915255124524,High
37,308519.5025,8851.290555555555,3509.472222222222,4.805555555555555,0.028683016556974864,34.855877859116966,Low
38,297360.65694444446,8188.699166666666,3381.3333333333335,4.333333333333333,0.027533852315036418,36.313540269606655,High
39,302696.5055555555,8589.961944444445,3374.6944444444443,4.5,0.028686783406783968,35.238398902491575,Low
40,303047.8886111111,8456.854166666666,3353.1944444444443,4.805555555555555,0.02774988266586928,35.834588446091146,Medium
41,301454.1041666667,8545.247222222222,3334.6666666666665,5.111111111111111,0.028042532325229477,35.277399977700405,Low
42,300457.1280555555,8494.353055555555,3329.6666666666665,5.166666666666667,0.028080335703706372,35.37139627826604,Low
43,295169.0291666667,8080.145277777778,3413.527777777778,4.861111111111111,0.027389257635882805,36.53016363189015,High
44,304765.0275,8715.864722222223,3369.6388888888887,5.027777777777778,0.028071858622362927,34.9667000593713,Low
45,301738.4944444445,8623.377222222223,3343.277777777778,4.694444444444445,0.028208539008419575,34.99075671499933,Low
46,296068.6686111111,8247.221666666666,3364.8333333333335,4.555555555555555,0.02817059268346691,35.89920103733251,Medium
47,299462.6252777778,8276.530833333332,3432.6111111111113,4.666666666666667,0.027208177865347145,36.18214337723559,High
48,293638.4475,7985.268611111111,3329.5,4.305555555555555,0.02711300080839137,36.772519723559014,High
49,297326.5172222222,8379.620555555557,3238.0833333333335,5.361111111111111,0.02851317088188813,35.482097936415435,Medium
50,301079.56861111114,8501.141388888887,3318.8055555555557,5.0,0.02821268106321318,35.416369971757724,Medium
51,301829.095,8640.5525,3272.222222222222,5.388888888888889,0.028761109363742536,34.931689264083516,Low
52,297031.89166666666,8047.348888888889,3300.527777777778,5.555555555555555,0.02677437081356601,36.91052740074233,High
53,302302.805,8681.035833333333,3302.8888888888887,4.666666666666667,0.028515511303949418,34.823356429335476,Low
54,299882.7075,8244.755277777778,3391.8333333333335,4.888888888888889,0.02767847549895935,36.37254198536113,High
55,297068.83805555553,8238.189999999999,3306.5,5.166666666666667,0.028050280612067144,36.059964392124435,High
56,299674.21055555553,8544.037777777778,3321.777777777778,4.361111111111111,0.028466924732888282,35.07407368153022,Low
57,293819.99055555556,8231.84888888889,3259.3055555555557,4.916666666666667,0.02827835180779679,35.69307387944709,Medium
58,293775.9813888889,8196.415,3401.0833333333335,5.111111111111111,0.02762329685943667,35.8420091453262,Medium
59,297564.06861111114,8229.621111111112,3365.6388888888887,5.027777777777778,0.028240510400852827,36.157687528209415,High
60,304918.71805555554,8643.262777777778,3406.972222222222,5.055555555555555,0.028584952289455172,35.27819596547677,Low
61,298786.1847222222,8285.382777777779,3330.3055555555557,5.277777777777778,0.027449633427780052,36.061844423603034,High
62,301018.8094444445,8339.423611111111,3374.8611111111113,5.194444444444445,0.027325617694628452,36.095877063179664,High
63,298420.96055555553,8170.1305555555555,3406.9166666666665,4.916666666666667,0.02712474718663035,36.52584968212462,High
64,301601.8438888889,8531.386388888888,3356.472222222222,5.055555555555555,0.028447314699713976,35.35203191379179,Low
65,293929.41444444447,8077.544722222222,3319.4444444444443,5.638888888888889,0.02772958902511715,36.388460176000265,High
66,299967.13416666666,8228.483333333334,3474.5833333333335,4.444444444444445,0.028220738010463414,36.454729506652704,High
67,298865.1541666667,8320.445555555554,3330.5,5.305555555555555,0.0275868326748637,35.919369001473086,Medium
68,296745.63833333337,8188.116944444445,3262.1666666666665,5.194444444444445,0.027434375650617043,36.241011254079886,High
69,306114.18944444443,8743.117777777778,3410.3611111111113,5.083333333333333,0.02840969969180175,35.01201713449283,Low
70,298891.7988888889,8590.168055555556,3264.8611111111113,4.861111111111111,0.02931411979344924,34.79463928480251,Low
71,289277.6775,8018.526666666668,3151.6944444444443,4.972222222222222,0.027390763684700843,36.07616330597724,High
72,304375.1722222222,8534.465,3538.6388888888887,5.166666666666667,0.027689782490079657,35.66423580414498,Medium
73,293917.0988888889,8031.621666666667,3281.0,5.333333333333333,0.027013571976115352,36.59498804689989,High
74,300913.37916666665,8548.155555555555,3331.8333333333335,5.138888888888889,0.02829549751189299,35.20214123514624,Low
75,297983.14972222224,8192.4475,3324.1388888888887,4.888888888888889,0.027007754316763787,36.37290928287575,High
76,296502.74138888885,8315.447222222221,3250.8055555555557,5.027777777777778,0.0280514016286436,35.65686047486589,Medium
77,296578.9372222222,8314.111111111111,3282.6111111111113,4.972222222222222,0.02789844315459904,35.67175531559464,Medium
78,304726.7113888889,8635.551666666666,3422.6388888888887,4.916666666666667,0.027853024857081802,35.28746316985603,Low
79,298119.34944444447,8273.06,3327.722222222222,4.472222222222222,0.02818245937881578,36.03495555990703,High
80,301476.84944444447,8472.379166666668,3382.25,4.75,0.027937764287845838,35.58349355167683,Medium
81,297305.9447222222,8341.260277777777,3311.3333333333335,5.611111111111111,0.028035148567519163,35.6428087389006,Medium
82,299793.00666666665,8463.43,3350.972222222222,5.194444444444445,0.02837882629802141,35.422164142276436,Medium
83,294188.9497222222,8044.524166666666,3398.75,5.222222222222222,0.027171026708662657,36.570087133459694,High
84,303236.43083333335,8647.27611111111,3423.1666666666665,5.027777777777778,0.02846786367107339,35.06727747986409,Low
85,298765.13611111115,8240.641111111112,3342.5833333333335,5.555555555555555,0.02667550472217182,36.25508405022964,High
86,304851.5186111111,8424.807222222222,3430.4166666666665,5.25,0.027429931409419194,36.18498448332448,High
87,300882.4838888889,8224.352777777778,3433.8333333333335,5.111111111111111,0.027136783432942162,36.5843358156856,High
88,295340.7419444445,7919.31861111111,3334.0833333333335,5.555555555555555,0.02658838061271414,37.293706245139575,High
89,300433.2469444445,8356.460833333334,3450.5833333333335,5.277777777777778,0.027432396837408633,35.95221146086599,Medium
90,300423.89666666667,8412.364444444444,3412.1111111111113,4.805555555555555,0.027332763844571055,35.71218278174666,Medium
91,304131.5436111111,8526.524444444445,3405.777777777778,5.444444444444445,0.02812894266606117,35.66887605761472,Medium
92,303768.47777777776,8685.845555555556,3282.5555555555557,4.472222222222222,0.028478071429009627,34.97281592619205,Low
93,296928.16055555554,8246.601944444445,3316.3888888888887,5.277777777777778,0.02770299862004465,36.00612258914589,High
94,298486.2452777778,8256.646944444445,3370.527777777778,5.25,0.027550935101682068,36.15102441537927,High
95,298928.4863888889,8325.751388888888,3365.6944444444443,5.111111111111111,0.027602399708070997,35.904085100093575,Medium
96,305182.15194444446,8644.890277777777,3539.6944444444443,4.972222222222222,0.028317497666173565,35.302027225138296,Low
97,297299.1747222222,8297.627499999999,3238.5,4.694444444444445,0.028129094075311396,35.82941927945335,Medium
98,298095.67416666663,8376.032777777778,3284.9166666666665,5.666666666666667,0.02784893710345543,35.58912459816729,Medium
99,302578.4877777778,8551.655555555555,3408.0833333333335,4.805555555555555,0.02857814806260414,35.38244563430863,Low
100,301204.1922222222,8479.324444444444,3411.472222222222,4.805555555555555,0.0279737183152783,35.522192150527715,Medium
101,299005.595,8296.808333333332,3338.3055555555557,4.888888888888889,0.02789537800940754,36.03862870963433,High
102,303996.15694444446,8607.985,3360.1388888888887,5.25,0.028419929230813327,35.31560021822116,Low
103,301460.7511111111,8429.315555555555,3405.3333333333335,4.666666666666667,0.02752826503080379,35.76337237872483,Medium
104,302565.82833333337,8592.996666666666,3348.6944444444443,5.555555555555555,0.028485510706996054,35.21074661963095,Low
105,304460.1508333333,8659.125,3380.1111111111113,5.166666666666667,0.028330641541339595,35.16061389959532,Low
106,303037.19361111114,8618.5275,3393.0555555555557,4.972222222222222,0.02840736008106416,35.16113322271248,Low
107,302357.83416666667,8535.726111111111,3453.4166666666665,4.555555555555555,0.0281003049963708,35.42262605791462,Medium
108,296333.1161111111,8022.125277777778,3437.1944444444443,4.833333333333333,0.026735233273609705,36.93947748883807,High
109,305353.43388888886,8888.361111111111,3357.4166666666665,5.166666666666667,0.029098426705101904,34.35430109912776,Low
110,304255.8763888889,8507.920555555556,3441.9166666666665,4.861111111111111,0.028115963607011622,35.76148535968804,Medium
111,298589.0622222222,8376.034722222223,3283.8611111111113,4.777777777777778,0.028351759814686205,35.64802106539076,Medium
112,302120.3091666667,8539.765555555556,3385.6944444444443,5.388888888888889,0.028455100305340666,35.3780565990037,Low
113,297664.7161111111,8277.774722222222,3170.8611111111113,4.777777777777778,0.027780080963132895,35.959509179684595,Medium
114,297384.14944444445,8290.691666666668,3358.527777777778,4.916666666666667,0.02828915714962709,35.86964289603233,Medium
115,295823.35750000004,8013.723611111111,3329.1111111111113,4.416666666666667,0.026684762030110734,36.91459449510311,High
116,302083.72222222225,8608.739166666666,3302.8055555555557,4.888888888888889,0.02840813578587839,35.09035601774308,Low
117,304725.5316666667,8784.11638888889,3365.277777777778,4.75,0.02889804251195609,34.6905161744119,Low
118,303692.1608333333,8733.212500000001,3377.8611111111113,5.25,0.028689000242463746,34.774392680051385,Low
119,301498.2841666667,8560.592777777778,3276.8611111111113,5.0,0.028244328538192566,35.219323240011875,Low
120,305325.7997222222,8422.360555555555,3401.5833333333335,4.638888888888889,0.027418445528439722,36.251808232173495,High
121,302268.22194444446,8449.551666666666,3360.75,4.888888888888889,0.02789489948845982,35.77328524268185,Medium
122,305157.6769444444,8581.900555555556,3395.277777777778,4.75,0.02814314170440498,35.55828629905276,Medium
123,301942.18805555557,8390.2575,3364.027777777778,5.138888888888889,0.02778795362350132,35.98723734707255,High
124,307800.1216666667,8828.443888888889,3516.5833333333335,5.166666666666667,0.02907134779228684,34.86459511330769,Low
125,301890.285,8612.839444444446,3366.722222222222,5.083333333333333,0.028354380015941615,35.05119153181577,Low
126,296727.35805555555,8301.137222222222,3265.6111111111113,5.277777777777778,0.028251089959529622,35.74538645876298,Medium
127,302566.2536111111,8584.406388888889,3295.1944444444443,4.805555555555555,0.02838811380644498,35.246030989718015,Low
128,295828.72055555554,8222.824166666665,3254.972222222222,5.055555555555555,0.02744506279587793,35.97653489354344,Medium
129,299927.07583333337,8524.97388888889,3332.8055555555557,4.861111111111111,0.028536403150663418,35.18216944033651,Low
130,302345.36805555556,8610.098333333333,3269.1944444444443,4.194444444444445,0.02788455285164365,35.11520500120756,Low
131,300330.27805555554,8492.36638888889,3333.0833333333335,5.277777777777778,0.02854455303658611,35.36473396254983,Low
132,301002.0361111111,8549.737222222222,3327.0,5.5,0.02800961452814149,35.20599853393805,Low
133,293949.17333333334,7896.373888888889,3429.3611111111113,4.861111111111111,0.026695783539768488,37.225842832360534,High
134,305944.5544444445,8960.888888888889,3301.972222222222,4.972222222222222,0.02967033540650333,34.14221047019146,Low
135,297530.7836111111,8388.143333333333,3247.472222222222,4.333333333333333,0.028439103834583746,35.47039813074778,Medium
136,298697.4175,8580.6925,3284.4166666666665,5.222222222222222,0.028776517870400385,34.81040924144526,Low
137,297103.46944444446,8313.763055555555,3172.972222222222,5.0,0.028382086411951113,35.73634074715532,Medium
138,298298.61722222227,8202.751388888888,3404.1111111111113,4.444444444444445,0.02747950731030355,36.3656781828455,High
139,301943.9286111111,8482.639444444445,3454.8888888888887,5.194444444444445,0.02780827523364392,35.595516064149585,Medium
140,299684.665,8212.724166666667,3381.5555555555557,5.027777777777778,0.027385905160330168,36.49028737825421,High
141,300910.21194444445,8642.5275,3346.6944444444443,5.722222222222222,0.028276227753264944,34.81738553269798,Low
142,298820.19916666666,8440.305833333334,3246.5555555555557,4.805555555555555,0.02833947249029018,35.403953964148414,Low
143,301386.9011111111,8643.246111111112,3341.5,5.111111111111111,0.02871633807991715,34.869642404798654,Low
144,303083.19166666665,8547.859166666667,3458.8055555555557,4.722222222222222,0.028327158160845918,35.45720463535167,Medium
145,301811.5016666667,8326.70888888889,3390.222222222222,4.777777777777778,0.027503980207106545,36.2461935074255,High
146,306105.6847222222,8686.426388888889,3411.8333333333335,4.916666666666667,0.028750449079754523,35.239541673175594,Low
147,298674.60333333333,8211.13638888889,3374.3888888888887,5.0,0.027515837515932333,36.37433227116925,High
148,301098.9902777778,8284.478888888889,3345.4444444444443,5.277777777777778,0.027672396545964224,36.34495232785379,High
149,295209.2002777778,8109.123055555556,3237.9444444444443,5.277777777777778,0.027197448651835928,36.40457769049763,High
150,297646.2138888889,8344.036666666667,3277.277777777778,4.888888888888889,0.027792918313293048,35.671728898069986,Medium
151,302284.79805555556,8495.593055555555,3402.1666666666665,4.888888888888889,0.02795552872733166,35.581365077024415,Medium
152,304746.4838888889,8704.592777777776,3475.1388888888887,5.361111111111111,0.02862257510062092,35.00984958961959,Low
153,301378.9463888889,8450.613055555556,3419.3888888888887,4.111111111111111,0.02782773012965435,35.66356007636132,Medium
154,303359.65277777775,8390.591944444444,3458.8888888888887,5.027777777777778,0.02838121665863763,36.15473792390028,High
155,294557.2411111111,8074.708333333333,3475.6111111111113,5.083333333333333,0.026777852097082073,36.478994528526144,High
156,296865.95416666666,8325.602777777778,3309.722222222222,4.75,0.02818570101620119,35.65699230319326,Medium
157,299067.1977777778,8417.1275,3311.027777777778,4.694444444444445,0.028370353450738888,35.53079097088381,Medium
158,303508.48055555555,8497.362222222222,3453.8333333333335,5.25,0.028038615578302097,35.71796430683195,Medium
159,301129.5697222222,8436.186944444444,3369.4166666666665,4.583333333333333,0.0282753284076715,35.694985389166575,Medium
160,304642.8977777778,8762.189722222223,3380.972222222222,5.055555555555555,0.02858947591139482,34.76789563288705,Low
161,298249.5755555556,8370.400555555556,3426.8055555555557,4.694444444444445,0.028029024981200783,35.63145796620247,Medium
162,302941.64083333337,8535.415555555555,3427.8888888888887,5.25,0.02801376897212848,35.492313041062644,Medium
163,306417.12944444444,8905.800277777778,3307.1944444444443,5.194444444444445,0.029321811098973777,34.40646768253187,Low
164,305780.2263888889,8781.185,3374.0833333333335,5.0,0.02907763526131122,34.822205247798436,Low
165,298023.8302777778,8267.9775,3247.972222222222,5.527777777777778,0.027501396983167652,36.04555410047715,High
166,298857.89444444445,8213.105,3363.8888888888887,5.75,0.027580057782249798,36.38793056273413,High
167,307929.1488888889,8988.72388888889,3376.1944444444443,4.75,0.03001725101443533,34.25727085348847,Low
168,306520.73055555555,8490.631944444445,3536.8888888888887,5.75,0.02724303256458152,36.10105025882283,High
169,303153.915,8544.785833333333,3387.8055555555557,5.277777777777778,0.028308778429076118,35.478234435951826,Medium
170,302219.0616666667,8480.308333333332,3457.1388888888887,5.027777777777778,0.028516277689617515,35.63774450024911,Medium
171,299163.4161111111,8392.76638888889,3219.1944444444443,4.5,0.02813563590563268,35.645388212779395,Medium
172,300317.2888888889,8500.537777777778,3401.1944444444443,5.138888888888889,0.028590335823601747,35.32921054406493,Low
173,298150.4502777778,8358.389166666668,3344.3055555555557,4.638888888888889,0.02827895167280235,35.670802631062514,Medium
174,296295.69833333336,8361.325833333332,3316.3055555555557,4.5,0.0284929112899231,35.43644922341364,Medium
175,295908.6913888889,8029.030555555555,3360.6944444444443,4.472222222222222,0.026294535467167056,36.85484683878053,High
176,299612.11305555556,8399.417777777777,3367.8611111111113,5.111111111111111,0.028066782982874235,35.67058110244679,Medium
177,299954.4802777778,8314.135,3349.6111111111113,4.194444444444445,0.028012578178290847,36.07765333107747,High
178,295326.7713888889,8325.975833333334,3213.6666666666665,5.277777777777778,0.028455676075974073,35.4705294971597,Medium
179,297895.3575,8125.384999999999,3381.222222222222,5.166666666666667,0.027048754031576815,36.662306770694556,High
180,297289.6508333333,8281.876944444444,3333.9444444444443,5.083333333333333,0.02778225058967041,35.896410056268444,Medium
181,304272.5358333333,8759.075,3313.0555555555557,4.805555555555555,0.029455507143705973,34.73797585171189,Low
182,300114.1722222222,8486.033611111112,3368.5833333333335,4.888888888888889,0.028921201550141003,35.365659149554915,Low
183,301450.4497222222,8732.212222222222,3291.4166666666665,4.722222222222222,0.029358376430351496,34.521658664579206,Low
184,298419.2452777778,8272.920277777777,3358.8611111111113,5.333333333333333,0.027795803432719354,36.07181445702719,High
185,296123.9791666667,8177.662222222221,3358.0,5.388888888888889,0.027340749981238244,36.21132435159411,High
186,303236.48666666663,8832.000277777777,3342.527777777778,4.916666666666667,0.029130527223718616,34.333840254697556,Low
187,301654.56944444444,8502.31,3276.3888888888887,5.027777777777778,0.028638632888235774,35.47913090024293,Medium
188,304861.3963888889,8618.393888888888,3416.6111111111113,4.75,0.028121524861608443,35.3733422165731,Low
189,296950.1702777778,8100.040555555556,3321.527777777778,4.944444444444445,0.026703140633146792,36.66033129600929,High
190,300156.38083333336,8417.568888888889,3296.4444444444443,4.861111111111111,0.02771996802607986,35.65832187361566,Medium
191,306105.7736111111,8668.523333333333,3476.3055555555557,4.944444444444445,0.02875097698643896,35.312331967087566,Low
192,298913.4211111111,8424.987222222222,3320.6388888888887,5.055555555555555,0.028577842270191767,35.47939162716831,Medium
193,299339.03,8368.641666666666,3340.777777777778,4.444444444444445,0.027950051478011384,35.76912979704991,Medium
