station_id,lat,lon,pressure_dbar,depth_m,temperature_c,salinity_psu,sigma_t,sigma_theta,N2,MLD_dbar
ST0,-19.7649,41.4093,0,0.0,27.276091550017565,35.19799447060145,22.78048387382887,22.78048387382887,-0.00042606005528207256,25
ST0,-19.7649,41.4093,2,1.9890107157952313,27.2801788570445,35.195691192335524,22.777435174987772,22.869028620609356,-0.00046404551072051656,25
ST0,-19.7649,41.4093,4,3.9780214315904625,27.268873156393845,35.20775186979412,22.790152125396958,22.973361810786173,-0.0005463220820448447,25
ST0,-19.7649,41.4093,6,5.967032147385694,27.25620304756261,35.24364140219027,22.82125086447354,23.096104357072022,-0.0005918552281797042,25
ST0,-19.7649,41.4093,8,7.956042863180925,27.197394861946268,35.260451262727514,22.852802245544012,23.219363146326373,-0.0005395622807064373,25
ST0,-19.7649,41.4093,10,9.945053578976157,27.178085701806555,35.264574501825685,22.86210527246942,23.32037041968556,-0.00048284748736412687,25
ST0,-19.7649,41.4093,15,14.917580368464234,27.171040106302925,35.284714469965245,22.87953445205835,23.56710628507767,-0.0004912470327160314,25
ST0,-19.7649,41.4093,20,19.890107157952315,27.1068699747008,35.30276690246712,22.91370726646221,23.830830665597432,-0.0005082549976723723,25
ST0,-19.7649,41.4093,25,24.862633947440393,27.02680355334841,35.31471968767886,22.948342028788716,24.095239696211593,-0.0005217332251454587,25
ST0,-19.7649,41.4093,30,29.83516073692847,26.966421001241777,35.352553981508315,22.99614550665376,24.372969452544794,-0.0005270221681916372,25
ST0,-19.7649,41.4093,35,34.80768752641655,26.911567712922114,35.38216937585895,23.035970659980308,24.64287428260036,-0.0005201630103577318,25
ST0,-19.7649,41.4093,40,39.78021431590463,26.861297556767948,35.41446459656973,23.076336436479096,24.913476611872284,-0.0004961473096489103,25
ST0,-19.7649,41.4093,45,44.75274110539271,26.795001778876944,35.405703142391665,23.090845019288167,25.158426460679948,-0.0005011966431064216,25
ST0,-19.7649,41.4093,50,49.72526789488079,26.70304831565412,35.42668045971518,23.135883975786896,25.43427560840928,-0.0005242344381223273,25
ST0,-19.7649,41.4093,60,59.67032147385694,26.589504557295417,35.470486481486695,23.20491463656151,25.965092492858275,-0.0005130229891864831,25
ST0,-19.7649,41.4093,70,69.6153750528331,26.516794604721294,35.53699056302892,23.278070658328943,26.500451376518185,-0.000503639816418468,25
ST0,-19.7649,41.4093,80,79.56042863180926,26.45296459188376,35.57473215066197,23.326704277258727,27.01176794296157,-0.0005952945053582698,25
ST0,-19.7649,41.4093,90,89.50548221078542,25.71309400399272,35.606038452951374,23.58191613433621,27.737605636423268,-0.0008198292259033889,25
ST0,-19.7649,41.4093,100,99.45053578976157,24.188944072566677,35.64650124832928,24.076372715530624,28.715555245030828,-0.000918624812195474,25
ST0,-19.7649,41.4093,110,109.39558936873772,22.80509511222486,35.69696739850656,24.520111739095,29.646712119739732,-0.000886552567807025,25
ST0,-19.7649,41.4093,120,119.34064294771387,21.5301720957006,35.77555177828296,24.939959183270275,30.558008477876,-0.0008513770301908991,25
ST0,-19.7649,41.4093,130,129.28569652669003,20.325419374927407,35.82036001337547,25.302329365008518,31.416062769217206,-0.0008185809531561041,25
ST0,-19.7649,41.4093,140,139.2307501056662,19.114368234818524,35.85133603993175,25.643848309839314,32.259201591803276,-0.0007905532406566189,25
ST0,-19.7649,41.4093,150,149.17580368464235,18.029203426414853,35.87876801310366,25.939167728972734,33.05900806865611,-0.000745424563721455,25
ST0,-19.7649,41.4093,160,159.12085726361852,17.036134711765236,35.878414845535524,26.181057053168843,33.808359472726124,-0.0007099998923975319,25
ST0,-19.7649,41.4093,170,169.06591084259466,16.10587601849911,35.87355258227271,26.396303562628873,34.53454561100784,-0.0006837132530460773,25
ST0,-19.7649,41.4093,180,179.01096442157083,15.234151774669986,35.85069173500864,26.576861882848107,35.22926753746697,-0.0006613241399846268,25
ST0,-19.7649,41.4093,190,188.95601800054698,14.406513912594578,35.82508660485098,26.73882126983358,35.90892412382095,-0.0006476029552852356,25
ST0,-19.7649,41.4093,200,198.90107157952315,13.651822601982031,35.80731083856532,26.885238178331974,36.5751303795505,-0.0006380804569759905,25
ST0,-19.7649,41.4093,225,223.76370552696352,11.907340110437486,35.77403529468157,27.20896758155027,38.21291054531093,-0.000611418877067347,25
ST0,-19.7649,41.4093,250,248.62633947440392,10.509439937864517,35.71906500452539,27.42478690915641,39.751791097655996,-0.0005848577140868059,25
ST0,-19.7649,41.4093,275,273.4889734218443,9.307560994349352,35.665506031950905,27.589464966244805,41.25157126663498,-0.0005726967497018825,25
ST0,-19.7649,41.4093,300,298.3516073692847,8.240776745956989,35.610890427477194,27.717323473490296,42.727268853414444,-0.0005630146615044815,25
ST0,-19.7649,41.4093,325,323.2142413167251,7.334486981138643,35.55863538370065,27.811629989046196,44.17674519567231,-0.0005537569072156492,25
ST0,-19.7649,41.4093,350,348.0768752641655,6.584676521804176,35.512572889060024,27.880499498289055,45.60434360610952,-0.0005464762502226794,25
ST0,-19.7649,41.4093,375,372.93950921160587,5.975429828762833,35.475931493513215,27.932362214115983,47.015992890781945,-0.0005444603904855597,25
ST0,-19.7649,41.4093,400,397.8021431590463,5.393782839226205,35.44145251927611,27.978258063540807,48.43311779004648,-0.0005391873452839687,25
ST0,-19.7649,41.4093,425,422.66477710648667,4.927151411588656,35.389392807415895,27.99284261687808,49.817370675646316,-0.0005293768847745073,25
ST0,-19.7649,41.4093,450,447.52741105392704,4.54077436710272,35.3288703278348,27.989072403022874,51.18352478271618,-0.0005220042297691978,25
ST0,-19.7649,41.4093,475,472.39004500136747,4.286023989009599,35.276185337394104,27.975398418923533,52.529472629950305,-0.0005205234829148515,25
ST0,-19.7649,41.4093,500,497.25267894880784,4.0400242864836855,35.23278770632203,27.967345772733324,53.88793343453631,-0.000523412134148231,25
ST0,-19.7649,41.4093,550,546.9779468436886,3.5950859684517003,35.144745801209346,27.943185273671816,56.612340615183484,-0.0005231352229669319,25
ST0,-19.7649,41.4093,600,596.7032147385694,3.2642398912925867,35.049142846809744,27.899486402088996,59.323889619033935,-0.00052300430261335,25
ST0,-19.7649,41.4093,650,646.4284826334502,2.992118316634079,34.960026537615605,27.854039138898543,62.04693639175116,-0.0005265253248808754,25
ST0,-19.7649,41.4093,700,696.153750528331,2.7625852960293766,34.89040497624709,27.819322309592508,64.79507272891556,-0.0005291680838160371,25
ST0,-19.7649,41.4093,750,745.8790184232117,2.547297243831337,34.80230763870646,27.767851339581284,67.54558070314829,-0.0005287207099767647,25
ST0,-19.7649,41.4093,800,795.6042863180926,2.3832246158308186,34.702618751491215,27.70211759910626,70.28906832907751,-0.0005289806094508189,25
ST0,-19.7649,41.4093,850,845.3295542129733,2.2333156283616606,34.59663838923146,27.629754471084198,73.04227694760152,-0.0005308749677910535,25
ST0,-19.7649,41.4093,900,895.0548221078541,2.1017486534977814,34.48763175869995,27.5531266584685,75.80544906137084,-0.0005382376415228433,25
ST0,-19.7649,41.4093,950,944.7800900027349,2.093508165298655,34.50212344573905,27.565393343392998,78.63516404010466,-0.0005413991130219903,25
ST0,-19.7649,41.4093,1000,994.5053578976157,2.2057515536848555,34.52690307626452,27.57617601542006,81.43118735523353,-0.0005399596826580101,25
ST0,-19.7649,41.4093,1100,1093.9558936873773,2.432683681717261,34.60891317083067,27.622968640705494,87.0794371341185,-0.0005487495265480752,25
ST0,-19.7649,41.4093,1200,1193.4064294771388,2.4866789723547282,34.65455111225915,27.654887381553408,92.83542186906107,-0.0005568097730220731,25
ST0,-19.7649,41.4093,1300,1292.8569652669005,2.5254662476740415,34.69304616099191,27.682352673590685,98.65118147999442,-0.0005620875064249115,25
ST0,-19.7649,41.4093,1400,1392.307501056662,2.5617224194037886,34.71915299416071,27.700103430394392,104.51684924246683,-0.0005684204984193781,25
ST0,-19.7649,41.4093,1500,1491.7580368464235,2.526529838272813,34.712087397727075,27.6974898475421,110.46422249930788,-0.0005761924903106225,25
ST0,-19.7649,41.4093,1600,1591.2085726361852,2.4854313718896868,34.714439637013214,27.70289789772687,116.4914095230813,-0.0005825556016013779,25
