island_id,area_km2,species_richness,log_area,log_richness,predicted,residual,std_residual,cooks_d,leverage,is_outlier,is_influential
0,1.983,14,0.2973227142053027,1.146128035678238,16.63025497468893,-2.630254974688931,-0.5277405273032694,0.013258576892963989,0.05027182299410868,False,False
1,2.247,16,0.3516030724191289,1.2041199826559248,17.093971094810104,-1.0939710948101045,-0.27927742273146944,0.0016657100930057875,0.04341881678350279,False,False
2,3.661,21,0.5635997288815311,1.3222192947339193,19.032310723299215,1.967689276700785,0.2158847351309475,0.004483384416547858,0.051880649658750846,False,False
3,2.002,33,0.3014640731432998,1.5185139398778875,16.66518688736683,16.33481311263317,2.539478856501814,0.2057824799852919,0.04961939046453101,True,True
4,1.38,15,0.1398790864012364,1.1760912590556811,15.35516227685517,-0.3551622768551699,-0.15978991459685077,0.00048372477481266964,0.09095145589792913,False,False
5,4.937,18,0.6934631272195312,1.255272505103306,20.3267131145136,-2.3267131145135984,-0.47864871951016086,0.01200211324024477,0.08476837428694566,False,False
6,4.211,19,0.6243852414202651,1.2787536009528289,19.62759083034326,-0.6275908303432587,-0.20384976906788388,0.000626356177154391,0.0646542011079983,False,False
7,0.57,13,-0.2441251443275086,1.1139433523068367,12.640278786734166,0.35972121326583384,-0.04417184837291951,0.004371130725288245,0.31991778357563944,False,False
8,1.345,16,0.1287222843384267,1.2041199826559248,15.268607291102695,0.7313927088973049,0.015938561490082666,0.002038204059862551,0.09500794572246854,False,False
9,4.779,19,0.679337030520794,1.2787536009528289,20.1817488540401,-1.1817488540401015,-0.2934737147425275,0.0027687397208220697,0.08017071005171345,False,False
10,1.227,14,0.0888445627270042,1.146128035678238,14.963203382092292,-0.9632033820922921,-0.25812836798633754,0.00497767210272722,0.11077704927171082,False,False
11,3.765,17,0.5757649805367194,1.230448921378274,19.1499836658021,-2.1499836658021003,-0.45006627581519415,0.00687756369304048,0.054067967844939016,False,False
12,4.57,21,0.6599162000698503,1.3222192947339193,19.984135406717634,1.015864593282366,0.06194618318255093,0.0017096396064367155,0.07425631900095446,False,False
13,2.707,14,0.4324882557705063,1.146128035678238,17.809070371195478,-3.809070371195478,-0.7183902743774595,0.0201888729693453,0.0400294357546443,False,False
14,3.301,19,0.5186455243303115,1.2787536009528289,18.603712721373487,0.39628727862651303,-0.03825802070051934,0.00017764015061701982,0.04540024141827623,False,False
15,3.542,16,0.5492485568540559,1.2041199826559248,18.89442294690131,-2.8944229469013116,-0.5704643984341062,0.012167781241735048,0.049537774446487055,False,False
16,3.245,17,0.511214701136388,1.230448921378274,18.53380194571635,-1.5338019457163483,-0.35041124124894374,0.002924122182731779,0.04457196079387116,False,False
17,3.546,43,0.549738731264899,1.6334684555795864,18.899116082087012,24.100883917912988,3.7954850464231944,0.29792569556733417,0.0496135570977015,True,True
18,0.75,11,-0.1249387366082999,1.0413926851582251,13.427120457447694,-2.4271204574476943,-0.49488759337582855,0.12303818515131372,0.2291553915784701,False,False
19,3.355,17,0.5256925245050109,1.230448921378274,18.670256020204473,-1.670256020204473,-0.37247995095998054,0.0035839358209084106,0.04624940662586409,False,False
20,5.132,19,0.7102866477028908,1.2787536009528289,20.500717892854837,-1.500717892854837,-0.3450605592601195,0.005079026300064729,0.09056890241834484,False,False
21,5.324,20,0.7262380468026375,1.3010299956639813,20.667077888723114,-0.6670778887231137,-0.2102360087752487,0.0010199453211156267,0.09639498529998877,False,False
22,3.898,16,0.5908418347816027,1.2041199826559248,19.296830250197207,-3.296830250197207,-0.6355457087236799,0.0180693722484448,0.05703510177485255,False,False
23,2.608,16,0.4163075870598826,1.2041199826559248,17.663663955472533,-1.6636639554725328,-0.3714138167055709,0.0034135374474940855,0.04005411986877798,False,False
24,2.369,19,0.3745650607227651,1.2787536009528289,17.29400614187339,1.705993858126611,0.17356074995948004,0.003219303476490817,0.04162663626152996,False,False
