feature,importance
trans_LL,0.9711251651620143
pat_C2,0.9560938139742291
pat_AB,0.8364955964766003
tfidf_75,0.8295196515387071
pat_11,0.7686492383863055
tfidf_82,0.7464440951348911
tfidf_21,0.6529329979552154
trans_DD,0.6301836781455807
tfidf_18,0.5982917138661187
tfidf_99,0.5919513702571789
tfidf_44,0.5848121051331568
tfidf_24,0.561372420782572
pat_2B,0.5469262912371761
tfidf_23,0.510101252579233
avg_run,0.5092646150959352
trans_LD,0.508804231384628
tfidf_33,0.5013304047370014
pos2_D,0.4834666590970172
tfidf_85,0.4824274505499581
tfidf_26,0.48024353371316986
tfidf_3,0.45306951376726906
trans_DL,0.4504523496312206
tfidf_1,0.4272210120932342
tfidf_73,0.41524388378868
tfidf_89,0.41440938458218873
pat_CC,0.4041517444434766
tfidf_59,0.36235535821436926
tfidf_51,0.35406019970089975
pos4_D,0.34596303752749114
pat_DD,0.334025881386918
tfidf_90,0.333256425362136
tfidf_12,0.3331634008669806
tfidf_11,0.3317275478055982
pos3_C,0.3243141166434188
tfidf_98,0.32288576427697063
pat_CB,0.32158568805390303
tfidf_0,0.3193429472149234
tfidf_88,0.319238145045872
pat_DC,0.3166983572729426
tfidf_50,0.30956190380691917
pat_1B,0.3090149313784137
pos4_1,0.30859613735046143
tfidf_53,0.30547674051447926
tfidf_10,0.3004353030602383
tfidf_74,0.2986189646659928
tfidf_76,0.2964885509599902
last_1,0.2949746980543628
pat_BC,0.2933177365021616
pat_2C,0.29201960553104356
tfidf_56,0.2897783686676473
tfidf_41,0.28784061426835006
tfidf_17,0.28084185868111117
tfidf_52,0.2750771986388261
tfidf_97,0.272927599328374
tfidf_68,0.26423953091657404
tfidf_77,0.262725469712808
pat_A2,0.2619452115757562
tfidf_87,0.25996545138508104
pos3_D,0.2546797404320136
tfidf_72,0.25003811110159746
tfidf_95,0.24948480424821548
last_A,0.24598286381469356
tfidf_61,0.23837113285031875
pat_2D,0.23727371716588808
tfidf_57,0.23372489367184274
tfidf_84,0.23348183358769536
tfidf_63,0.2322737606825208
tfidf_16,0.23198469092797716
tfidf_71,0.23147764136475313
tfidf_25,0.2293436384553917
tfidf_42,0.22874111013297388
pos1_2,0.22500364154365438
pat_BA,0.22435944638687697
tfidf_4,0.21939418286209036
tfidf_29,0.21752978159865574
pos2_1,0.21666362278941592
tfidf_66,0.2149031574250366
tfidf_70,0.21234541113931635
pat_1A,0.20812134075416006
pat_AA,0.205971561335382
tfidf_30,0.2051377615183943
pat_BB,0.20482768727735845
tfidf_96,0.1984118050603415
tfidf_64,0.19181043079547283
pat_A1,0.191161008064753
tfidf_49,0.189387146041687
tfidf_43,0.1885891608373539
pat_2A,0.18820777634408778
tfidf_7,0.18660208209680168
tfidf_48,0.18066300166108237
pat_C1,0.1805133730667616
pos1_D,0.1803132891113668
pos1_C,0.17531759125045943
cnt_1,0.1704019761775444
ratio_1,0.17040197617754127
tfidf_80,0.16778004330196886
pos3_2,0.16714054745086582
tfidf_5,0.16586162333344398
tfidf_15,0.16528911463561952
pos4_B,0.16106757058239263
pos1_1,0.16044518698604318
tfidf_86,0.15439377598817747
pos2_2,0.15340831810442906
tfidf_8,0.14925620059831282
pos3_B,0.1470819576210661
pos3_1,0.14505729543556384
tfidf_47,0.14223374049184506
pat_CD,0.14021168905955728
tfidf_35,0.1310105433475282
tfidf_69,0.1273569158010272
first_1,0.12680371837104315
pos0_1,0.12680371837104315
tfidf_58,0.12401225900698129
last_B,0.12349800239015296
tfidf_81,0.12245112261177146
pos4_C,0.12076650864325171
ratio_2,0.1168729831130745
cnt_2,0.11687298311307406
pat_22,0.11574612562628506
tfidf_20,0.11392979004459929
num_runs,0.11342628505255102
tfidf_36,0.11226551014172911
pos2_B,0.10706168346573464
pat_D1,0.10430437970542954
pat_B1,0.10347488053690677
tfidf_67,0.10313168497021286
tfidf_39,0.10219610645064857
tfidf_65,0.10195834924853064
first_D,0.10167820219203068
pos0_D,0.10167820219203068
max_run,0.09781516922713601
pos4_2,0.09625889061464314
tfidf_62,0.09612638580398267
tfidf_92,0.09285909819694604
tfidf_79,0.09194177964306709
last_D,0.09157934659076626
last_C,0.09140964015635555
ratio_A,0.09023073836590495
cnt_A,0.09023073836590385
tfidf_60,0.08880407860503525
tfidf_94,0.08828111940868939
tfidf_83,0.0877855914367741
cnt_D,0.0802330877805994
ratio_D,0.0802330877805976
tfidf_13,0.0767731625738657
tfidf_14,0.07634930615653962
pos1_A,0.07457413822471716
cnt_C,0.07422400777290179
ratio_C,0.07422400777290099
tfidf_6,0.07285525739646882
tfidf_38,0.0719189633064903
tfidf_2,0.07013369265275297
pos4_A,0.06668319211386564
tfidf_55,0.06495773334910603
pos0_C,0.06386886334890414
first_C,0.06386886334890414
tfidf_40,0.05816736183902365
tfidf_28,0.05249911476931823
tfidf_46,0.0515600121260763
tfidf_34,0.05093976111119534
tfidf_91,0.04933254851629377
first_B,0.04921844071432752
pos0_B,0.04921844071432752
pos2_C,0.04913799869796062
tfidf_93,0.04846993935774316
tfidf_27,0.04714651713473909
pos0_2,0.04547018648823442
first_2,0.04547018648823442
pos3_A,0.04500278451537522
tfidf_22,0.04478358039770509
digit_ratio,0.04476253543497197
letter_ratio,0.044762535434969115
pat_B2,0.0437734808286167
pos2_A,0.043745366595392944
pos0_A,0.04170203162484703
first_A,0.04170203162484703
last_2,0.03791265589759964
tfidf_54,0.03671287184936671
