Feature,Importance
count_D,0.013056638286321809
count_g,0.012805201839239045
count_r,0.01264799963626434
count_C,0.012119411851072438
count_y,0.011957936115267036
count_S,0.01154461740998517
count_b,0.01141811850799531
count_T,0.011068542558092727
unique_shapes,0.005418106013476559
unique_colors,0.005360000379376156
color_repeat_6,0.004568408707242256
color_repeat_2,0.004555218651119574
color5_y,0.004444819950207434
color6_y,0.0043717686133130295
color1_b,0.0043164988979413526
color5_g,0.004296274272552039
color2_b,0.004289475304925232
color5_r,0.004278570167966937
same_color_3_4,0.004256562917929699
color_repeat_4,0.004196578741536064
color_repeat_3,0.004182934540885639
same_color_5_6,0.004171257056298068
color_repeat_5,0.0041652442325783206
same_color_4_5,0.0041589419263508304
same_color_2_3,0.004154624661911803
color6_g,0.004151622745824564
color3_b,0.004140768985735703
color1_y,0.004056385827605308
color1_r,0.004044380755487869
color_repeat_1,0.004033235537261377
same_color_0_1,0.004032574018056574
shape2_D,0.004024799985713427
shape3_D,0.00400422644159663
shape_repeat_5,0.003989202960494792
color_repeat_7,0.003981958502119266
same_shape_2_3,0.003949879236696718
same_shape_3_4,0.003948478338415145
color3_r,0.003908030905636663
shape_repeat_4,0.003904441035951468
color4_b,0.0039030884557084765
same_shape_6_7,0.003897743166270854
color4_r,0.0038835414050815836
color2_g,0.003863446841895336
color6_b,0.0038623499174908933
color1_g,0.003847339768286046
last_color_y,0.0038346096736619046
color5_b,0.0038283543248191533
same_color_1_2,0.003824475670299915
same_color_6_7,0.0037905977263207476
shape6_S,0.0037790755499510827
shape1_C,0.0037621097427913935
shape_repeat_7,0.0037604206607696187
color4_g,0.0037589223216997715
first_color_b,0.003748770418810668
color2_r,0.0037430145445279056
color2_y,0.0037298373574739118
color7_g,0.0037242439934447196
color3_y,0.003713133113284522
last_shape_T,0.0036965393944504397
first_color_y,0.0036929198164238736
color4_y,0.0036696176965801803
color3_g,0.0036650523092064814
shape_repeat_1,0.0036645691970255776
color0_g,0.0036624586334632492
same_shape_1_2,0.003653842231276671
first_color_g,0.0036480303046509456
color0_r,0.003629014911455137
