feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,label
-1.9418,-0.0153,1.1914,-0.9997,0.1724,-0.0921,-0.6097,0.1722,1.2026,-0.0455,-0.521,-0.172,-0.3073,0.4865,-0.8793,-0.2571,1.683,-0.1592,1.1666,-1.1072,0.4021,-1.9766,-1.3033,2.0031,1.3743,-0.3221,0.3818,0.7167,-1.4765,-1.059,-1.5698,-0.2841,0
0.1586,-1.1393,2.0842,0.0698,0.6434,0.707,1.2463,-0.3,-2.0986,0.7424,-0.0008,0.9681,-3.2648,-1.0121,-0.583,-2.3706,-2.2781,0.433,-1.9588,-0.2114,-0.1777,-1.4111,-1.1457,-1.0877,-0.575,-0.626,-0.1923,1.2009,-2.9399,1.6703,-0.0137,-0.3019,3
-0.0045,0.4451,-0.3335,-1.0186,1.8034,1.4307,-1.7938,-0.2487,0.5988,-0.0951,0.4722,-0.0806,-0.8948,-0.0003,-0.0206,-0.2063,-0.6931,0.9366,0.6724,-0.9819,-0.7422,0.1314,-2.9465,-2.0875,1.1611,-0.3783,1.0899,2.0546,-0.162,0.7587,1.0938,0.2899,1
0.8301,-0.2358,0.045,0.5487,1.3056,-1.3787,0.205,0.9011,1.3367,-1.604,1.6368,0.655,-0.2185,-1.2661,-2.0472,-0.0339,-0.1827,0.0825,0.343,-1.3686,-1.0445,-0.0467,0.7366,-0.2425,-0.9423,-1.1152,0.2877,-2.0223,-2.015,-0.0251,-0.1356,0.301,0
-1.6787,0.4808,-1.3695,0.0692,0.0527,-2.1784,-0.1479,-0.0688,0.5766,0.0219,1.7544,-0.3562,0.8878,-0.6409,1.0598,-0.1891,-1.1256,0.5487,0.541,-0.6908,-0.3228,1.7087,0.1609,0.6449,-1.2735,-0.2733,1.7244,-0.0647,1.4026,1.0434,-0.8456,-0.5457,0
1.1337,-1.6461,0.4965,1.31,-0.4691,1.0208,-0.0111,-1.4599,-0.5293,-0.6108,0.3813,-0.6399,0.9131,0.3841,-0.7196,-1.2897,0.1253,-0.0961,-0.5823,-0.5248,-0.0658,1.0425,1.2939,2.2655,0.0679,-0.6359,-0.345,0.289,-0.2807,0.4225,0.3326,0.8148,1
0.909,0.1477,0.549,0.2272,-0.6592,0.9905,3.0185,-0.4531,1.8292,0.4616,-0.1188,0.2759,-0.4318,-1.6043,-0.3775,-0.3757,0.2758,0.1935,-0.1365,0.3791,0.7554,0.0522,0.7829,1.2222,0.1885,1.1659,-0.1882,0.384,0.4941,-0.23,2.7747,1.5587,0
1.5649,1.0503,0.623,-1.0177,-3.2794,0.9597,-1.0992,1.126,-0.6571,-0.191,-0.2879,0.2186,0.6613,0.2591,1.0707,0.1521,0.373,1.1059,0.3641,0.4673,-0.5861,-0.885,-0.5093,0.3212,-0.0599,-0.2041,0.2686,0.6326,0.7695,-0.3856,0.7926,-1.7121,2
1.6859,1.7208,1.3873,-0.7315,-0.1346,1.3015,-0.4177,-0.3981,-1.1634,0.8979,-0.4769,0.433,0.1125,-0.143,-1.7599,-0.7098,1.1546,0.1434,-0.8848,1.4994,1.2222,1.3372,-1.135,-0.6893,2.0963,2.2746,-0.0544,-1.6228,0.0494,-0.9431,-1.5223,1.2887,2
-0.1725,-0.2956,-1.2163,-0.5793,0.2539,-0.2198,-0.1573,-0.1086,2.2842,-0.5804,0.5104,-0.8348,-0.6034,-1.1985,-1.4093,-0.1576,0.5187,-0.2959,-0.9738,0.1248,1.1128,-0.6099,-0.6807,-0.7858,-1.0323,0.8734,0.1403,0.9396,-0.4437,0.9503,1.7809,-0.9609,3
-1.7765,0.189,1.9782,0.7008,1.5308,-1.1076,-0.5777,-0.7079,0.152,-0.514,-1.1486,-1.9417,-0.4467,0.5357,0.4237,-0.2457,0.1362,1.4613,1.7183,-1.656,0.104,-0.1171,-0.6631,0.4804,0.4507,0.6585,-0.8621,2.39,-0.3301,0.2774,0.476,-1.0478,1
