frame_index,tsi
24,0.17933933906804078
25,0.16745960101392887
26,0.1757763908035036
27,0.18499751934196162
28,0.24162462066886015
29,0.35227426663257344
30,0.375802904660796
31,0.43533741864494
32,0.443307001323599
33,0.4345132286484067
34,0.40480099520075763
35,0.41364874724667744
36,0.43583980711633286
37,0.43168223232551794
38,0.41767740123329555
39,0.4371437317051585
40,0.4413912710623491
41,0.4847036383772988
42,0.46928264331182923
43,0.4722665304011179
44,0.4740328586523308
45,0.4835955182742079
46,0.485421165650172
47,0.5022530228859619
48,0.5253263906045476
49,0.5331821621967245
50,0.5220477192925908
51,0.5249443177812358
52,0.43904035936789554
53,0.39882503500838484
54,0.4553844417913032
55,0.44884068510410524
56,0.45336851632309805
57,0.4174419992335927
58,0.36210172907433236
59,0.35395321398117763
60,0.28584265862272895
61,0.3128592563614948
62,0.3211196844689266
63,0.2624559127411802
64,0.22140575019833153
65,0.2097493398622311
66,0.22034195808785983
67,0.18695018763308968
68,0.15886558744621004
69,0.14342352753176113
70,0.11583142185675899
71,0.155850906542225
72,0.2598829362377597
73,0.28229408683197565
74,0.29612237522845164
75,0.26669921698676546
76,0.23916866667485548
77,0.22862672710277787
78,0.20506415982189086
79,0.2113855607225601
80,0.20762801246695317
81,0.26819274278565597
82,0.2745354859930028
83,0.32554551001572496
84,0.4011105415151959
85,0.4245698786108437
86,0.460073448087135
87,0.500828987874699
88,0.5197584459251883
89,0.5259086109015488
90,0.4748905163921301
91,0.4426922170469578
92,0.44188629622051667
93,0.35513616613685683
94,0.2583136976846194
95,0.3602197582205616
96,0.49342468320429445
97,0.5963284635598258
98,0.6396708513481955
99,0.6888035225676266
100,0.7167325259630175
101,0.7004282382321627
102,0.7184402287453233
103,0.7065039444308514
104,0.7105909152343717
105,0.7102337630922225
106,0.7104909843333822
107,0.715678950558027
108,0.711224722430606
109,0.7078730558609202
110,0.7070847360782871
111,0.7073990298988704
112,0.7140789725519627
113,0.7138692461442102
114,0.7191388406661193
115,0.7098267099070237
116,0.6862834545382164
117,0.6581232313907828
118,0.5758512685903235
119,0.5386751573347051
120,0.5166155801746174
121,0.5108674068340445
122,0.5081892583299823
123,0.45952702953427504
124,0.4415791139822376
125,0.4692985558296563
126,0.4417028044527568
127,0.41840450937452156
128,0.38254956385452676
129,0.341130896622561
130,0.324552909119607
131,0.3031145357762133
132,0.3081647773594852
133,0.3402629389859859
134,0.34832853306028566
135,0.3977158804542493
136,0.4282611754067077
137,0.4551016348543583
138,0.3954051973275442
139,0.3459605800163412
140,0.3822043685961486
141,0.37826264668818055
142,0.34346330038572004
143,0.3435236006217103
144,0.3488012135183153
145,0.3452758370126472
146,0.34863009944549284
147,0.3777208348852066
148,0.37323878340329686
149,0.3669784202990042
150,0.37955857483218924
151,0.3365590011887334
152,0.32159956646209453
153,0.3504574489806025
154,0.3789429389299297
155,0.35976132884437495
156,0.36704243080728627
157,0.35642797490784595
158,0.3759503715842757
159,0.37580281100210444
160,0.3729823429602568
161,0.39989448802125127
162,0.3949698331214241
163,0.4918386549309326
164,0.4309806164903486
165,0.33571290327846104
166,0.2604229413497017
167,0.21867800918731117
168,0.16150423350246668
169,0.12595772968268992
170,0.10177177839247531
171,0.08834290334781703
172,0.10865997132988026
173,0.06875738900350226
174,0.08843284188291523
175,0.11457337424096814
176,0.09444538216279885
177,0.09811955663423966
178,0.08704133316218632
179,0.13859451039975235
180,0.10862437351767462
181,0.14294468913858616
182,0.10025486689374141
183,0.1421152956646179
184,0.23931142991136367
185,0.33879956442346704
186,0.46457747425000306
187,0.47329883456517163
188,0.44841950219633764
189,0.4523026478144464
190,0.4807679206445884
191,0.5174058739602314
192,0.5382974931318458
193,0.5600156202334017
194,0.5666258630503627
195,0.560484162683437
196,0.5697330029391683
197,0.5855759441645438
198,0.5956815065409756
199,0.5579673532492138
200,0.5308011769791442
201,0.49944072252124905
202,0.4803351449352068
203,0.4521954098208515
204,0.32718300895355956
205,0.27663260948139035
206,0.20955634603860107
207,0.12934084008587543
208,0.15664476403059202
209,0.2595166774695076
210,0.27644249272653154
211,0.3393448619669137
212,0.4053014328215164
213,0.47289673788018716
214,0.5599662505020702
215,0.5519613804644643
216,0.5498684348538656
217,0.5513829862240996
218,0.545124989602344
219,0.5432074027791686
220,0.5516275155497685
221,0.5447122887014524
222,0.5388190723752302
223,0.5256099017367271
224,0.5266512956537542
225,0.5515931263480388
226,0.4195915031560463
227,0.37558877446642724
228,0.36638412158716516
229,0.3702554445361005
230,0.32622560401269873
231,0.3314891536091732
232,0.3466538691210592
233,0.3499209650290682
234,0.34900375930248717
235,0.37046216681078237
236,0.30484684579015076
237,0.3148299998548123
238,0.3280411581487176
239,0.371933347747443
240,0.4355495055058096
241,0.5098786302782462
242,0.5529354915785003
243,0.6064362766414925
244,0.5892023928067492
245,0.612588089527907
246,0.6399447702307586
247,0.6312929349889242
248,0.589233250049192
249,0.5881388004983914
250,0.6243702123248892
251,0.6377778535409455
252,0.5925250107389735
253,0.5630287431882226
254,0.5399452328088847
255,0.5128215210419929
256,0.4921000133749692
257,0.47500418961170043
258,0.40992114778570987
259,0.3196634042278059
260,0.2601103358173943
261,0.22097410753834623
262,0.18328615766921708
263,0.1665446675407053
264,0.16024317757834416
265,0.15194500323284377
266,0.19970893757458674
267,0.2240375994037035
268,0.20289081260922504
269,0.23004081148949485
270,0.17058937045000533
271,0.0
272,0.10420092868504505
273,0.11634519705791768
274,0.27707091150041585
275,0.3940525057140942
276,0.47030362755754185
277,0.4763927853985619
278,0.4916451332060039
279,0.5273478522935054
280,0.5589749164585116
281,0.519737253631579
282,0.5253273713875292
283,0.5704336221869453
