frame_index,tsi
9,0.33619887628749134
10,0.25584203274369144
11,0.2337421946268824
12,0.2108631061477274
13,0.03298995544763139
14,0.37340718948489937
15,0.29826512214739254
16,0.3528641447234171
17,0.23002896879223567
18,0.2615066510819086
19,0.017631728302117122
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.011729713835614386
30,0.31155145295480047
31,0.3884176217152405
32,0.3990390246441291
33,0.3546983970671337
34,0.3382652270350178
35,0.2639630944438103
36,0.1754816046947283
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.21047336297586972
47,0.4758966554906371
48,0.4837257309159244
49,0.5210843344333107
50,0.5770560527378714
51,0.7604005354237806
52,0.361445510133533
53,0.2501291345801868
54,0.11848971439042055
55,0.18837410950576017
56,0.32658185736537226
57,0.16350834617096455
58,0.14255989691993654
59,0.03662497654374275
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0673714093851604
69,0.39394294946931385
70,0.15483079481767414
71,0.09024527120919701
72,0.28744557301549045
73,0.38527644649954895
74,0.476902316990529
75,0.3862597590587319
76,0.35660882050712184
77,0.4002023065601421
78,0.1797282815723138
79,0.0
80,0.026851071989045017
81,0.12729783804857053
82,0.0
83,0.0
84,0.24198096713531114
85,0.2713787188847978
86,0.3756795073781053
87,0.49503910338474266
88,0.40157966877906726
89,0.350054702775889
90,0.16106474443034657
91,0.10151186236186938
92,0.02820660991014068
93,0.31498611952025724
94,0.029746348371119335
95,0.27677931333125705
96,0.4664411685559223
97,0.6136626680046773
98,0.6558361077076389
99,0.7332290526247468
100,0.7444673359385011
101,0.5960682994867079
102,0.5304467047476893
103,0.31042848313651616
104,0.004456630824900554
105,0.0
106,0.0
107,0.01589993171007631
108,0.0
109,0.02755125793191604
110,0.23292364377761043
111,0.19296389141654813
112,0.2748773516810018
113,0.2448634114790864
114,0.25535641706576184
115,0.2931133795073815
116,0.29032992325264384
117,0.3657423088119005
118,0.1392506143360117
119,0.14117941707601422
120,0.019747876537557385
121,0.0
122,0.0
123,0.0
124,0.22821497388623924
125,0.32352863925782094
126,0.4294975904271825
127,0.36970540214909287
128,0.3505423422320485
129,0.34751236982051614
130,0.2614351009252738
131,0.20165219010188795
132,0.2618567752235952
133,0.3667133889651403
134,0.43905217271837504
135,0.670869266408651
136,0.6041285608320777
137,0.45518129491216774
138,0.15110834548859509
139,0.16258748039356752
140,0.3869776596711396
141,0.3974431478953119
142,0.3104356484616275
143,0.3556925259503698
144,0.33468395693403774
145,0.23763435119254717
146,0.1454262154771926
147,0.21285010538407534
148,0.47705193926713296
149,0.42062982296310303
150,0.19495018618760707
151,0.07670569595434962
152,0.22834086872504367
153,0.36161732172757644
154,0.428239620463189
155,0.21518554299775727
156,0.20888775578339114
157,0.2395224730340535
158,0.19137005444255117
159,0.054866383812428476
160,0.0
161,0.16828684989820586
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.28879111491869114
175,0.4968865418034948
176,0.29573633866392657
177,0.23918760949069318
178,0.17767674745484685
179,0.1017756164482777
180,0.1032006790620863
181,0.1887820046164992
182,0.3176899022475519
183,0.5221117546017264
184,0.5168178465376864
185,0.5563006223301115
186,0.6062681783997201
187,0.4603161409143416
188,0.24805850840611532
189,0.07460010842901188
190,0.10462056442742462
191,0.13929924190039966
192,0.0038179068318910936
193,0.03174752391792901
194,0.0
195,0.0
196,0.0004850795926573115
197,0.04213280480425696
198,0.0
199,0.0
200,0.0
201,0.0
202,0.03898482477464926
203,0.25782771882589983
204,0.0
205,0.0
206,0.0015405629412249544
207,0.15524235118715846
208,0.3267372074305521
209,0.4467191005368828
210,0.5217466091919463
211,0.5274160723556766
212,0.5458958921273257
213,0.5469666342224324
214,0.524559807090194
215,0.2335108699188938
216,0.0
217,0.0
218,0.12802874198327263
219,0.15430096323850606
220,0.2893103439257958
221,0.2846905255609745
222,0.3178641810245043
223,0.1078304761065515
224,0.0
225,0.0
226,0.0
227,0.21094216112058062
228,0.29975587601324705
229,0.3363360673040462
230,0.23577430579120295
231,0.20922504324395086
232,0.23625065032675352
233,0.1309228879471912
234,0.0
235,0.0
236,0.3476503589647236
237,0.36547843269216473
238,0.4325580871383936
239,0.5036128038537654
240,0.5661296536668399
241,0.6179822947922593
242,0.7411050716456579
243,0.7436884282909058
244,0.47629958589709764
245,0.4359601197113483
246,0.4360316749847244
247,0.17765050097401924
248,0.0
249,0.0
250,0.0
251,0.0
252,0.10360473567787165
253,0.057993453426963715
254,0.11860202100971473
255,0.1241485652106511
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.27018518268505853
262,0.3127686625561674
263,0.37598404376629757
264,0.44696315346634563
265,0.30416198883047874
266,0.18101947822252895
267,0.1028028112859315
268,0.37155965641513733
269,0.4460775203543509
270,0.3375845805247185
271,0.2852886403509505
272,0.3124625490052316
273,0.008072384116969311
274,0.29208561892809837
275,0.4531383470585071
276,0.4294151127992022
277,0.3527108632535999
278,0.3379917131182988
279,0.3792243833761113
280,0.3205755282668318
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0033130514209345208
291,0.23662989101325305
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0009137829797124519
299,0.0659047926229297
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.36738069293306086
311,0.49250536253333344
312,0.5868816139573145
313,0.6556279106568699
314,0.7763238291036005
315,0.7744484503434264
316,0.7314847710482655
317,0.6084491187481156
318,0.5419735662399616
319,0.2648601170825464
320,0.0
321,0.0
322,0.0
323,0.0
324,0.2605667988277798
325,0.4511909466508217
326,0.3772314114234655
327,0.3620503852854444
328,0.3451103635952103
329,0.2508641361012698
330,0.11026270614243161
331,0.0
332,0.0
333,0.007459152982675632
334,0.042881341788085114
335,0.018870651102948943
336,0.19302529730868045
337,0.25449767176810667
338,0.17754019393265885
339,0.2947525681392067
340,0.15970707239597404
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.11668736336462282
355,0.2971185320545907
356,0.35133303447319764
357,0.6121535770411866
358,0.4597499433646912
359,0.3545686090869553
360,0.2625596000448759
361,0.2628071368047572
362,0.0017415092299014612
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.2208123547685822
373,0.3997057861371538
374,0.541634742380158
375,0.6145258116609232
376,0.7030888776299027
377,0.49701279485598726
378,0.4359663293765075
379,0.35043447907203606
380,0.19420179674731286
381,0.05919215157679458
382,0.0
383,0.0
384,0.046464628102698025
385,0.23810702486524693
386,0.3354165863100187
387,0.45378608687674116
388,0.42215609277533417
389,0.41234478441588984
390,0.5211995009888243
391,0.45956613879213637
392,0.4407877063560288
393,0.41036903584301654
394,0.3614336780384775
395,0.36254360519996676
396,0.30708937868593533
397,0.20852665813808813
398,0.09360485228365256
399,0.4811728249199714
400,0.4458538446118424
401,0.47979221506887404
402,0.35094182286295295
403,0.12052846170874598
