feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,label
-0.291,0.4363,0.1463,-0.1737,1.0835,1.1549,0.7315,0.136,-1.5522,0.2986,0.7911,1.0899,0.2847,0.2151,0.6366,0.8944,-0.2669,0.3476,0.6973,-2.1044,0.2712,0.0986,-0.5423,-1.0692,-1.6425,1.6769,1.0308,1.8214,-0.2423,-0.3014,-0.4732,1.7443,3
-0.0052,0.1241,1.3701,0.7088,0.7863,-1.0814,-0.1494,-0.0026,0.2837,0.3414,-0.8968,0.0066,-1.0153,1.3135,0.7644,1.7186,-0.4264,-0.497,1.526,0.2785,-2.2414,0.9416,-0.4828,0.2839,0.2173,0.0079,-0.4299,-1.0516,0.8708,-0.9767,-1.5156,1.4591,3
-1.125,0.8801,0.7751,0.7537,-0.5245,-0.2927,-0.0812,-0.6293,0.9686,-1.2916,-1.0131,0.262,0.7554,0.4012,-0.9476,0.0947,-1.4081,-0.8238,-0.4641,-0.665,0.4977,-0.5228,-0.2861,0.1027,0.4301,0.3042,1.6965,-0.6264,0.8928,-0.3201,-0.4015,0.8637,1
1.4457,-0.7395,-0.9004,1.0388,0.0672,1.1038,-1.0779,1.111,-0.8867,-0.0089,0.5271,0.1174,1.5069,-0.9806,0.5448,-0.7771,-0.5386,0.8054,-0.6233,1.3636,1.5191,-0.0911,0.2183,0.3262,0.5039,-0.1907,0.4285,-1.3224,0.573,-0.3637,0.8393,0.4718,2
0.9456,-0.1487,0.2998,-0.6378,0.1515,-0.1579,-0.1076,2.6039,0.9327,-1.0428,1.1528,-0.6128,0.3393,0.5203,1.1462,1.4321,-1.1852,-0.135,-0.1428,2.0401,0.5008,0.7934,0.1652,0.3309,-2.2476,-1.3104,1.0762,1.6356,0.2741,-0.2779,0.6516,-0.6233,0
0.2307,-1.1693,-1.5566,-1.097,0.8545,-0.8956,0.7117,1.5418,0.1743,-0.6567,-1.6125,0.9286,1.0162,1.8082,1.3565,0.3574,-2.0609,0.1223,0.1951,0.0033,-0.9411,1.8384,0.0361,0.3009,0.2999,-0.7382,1.1148,1.235,-1.7031,-0.1838,1.3692,0.2929,1
-1.1658,1.0864,0.7333,0.9127,0.4015,0.1434,-2.0626,-0.7712,-0.3776,-1.0665,-0.7465,-0.318,-0.3147,0.1974,0.0265,1.3232,0.1578,0.1849,-1.4501,-0.6069,0.9433,-0.8012,2.1162,0.2112,-0.2045,-1.8948,0.7252,-0.0564,0.3246,0.9213,-1.4643,-0.3486,2
-0.8252,-0.1623,-1.2303,-0.633,1.2851,0.1631,-1.3513,0.8813,1.0784,0.0384,-1.1325,0.112,0.8167,-0.4096,0.1975,1.1168,0.8911,0.9533,0.2186,0.88,0.749,1.0849,-1.2681,-0.7557,0.3987,1.1193,-0.2932,0.0747,0.5927,0.9381,0.2983,0.2155,1
0.6545,-0.1467,-1.7533,-2.2829,-1.602,2.0996,-0.4275,0.6217,-0.6027,0.3251,0.5197,-0.1968,-0.0355,-1.5355,-0.3766,0.001,-0.9138,0.8333,0.3635,-0.3943,1.3156,-1.557,-0.6319,1.6928,0.7977,1.6084,0.3101,0.9607,-0.9752,0.6005,-0.4865,-0.2203,2
-0.3221,-1.0809,1.5008,-0.4873,0.2857,-0.1692,1.4532,-0.004,2.0808,-1.6073,0.0435,-0.5381,-0.2786,-0.7206,0.6723,-0.6919,-1.3121,-0.78,-0.0758,-1.0206,0.3135,0.056,-0.7207,-0.1183,0.0185,-1.3435,0.921,0.619,0.4188,-0.795,-1.2621,1.2688,0
-0.4051,-0.0023,1.2118,1.8842,-0.5387,-1.2532,0.9156,-1.6529,1.2441,-0.7516,0.4505,-1.3381,0.8222,2.0618,0.479,1.1552,-1.514,-0.4671,0.1104,-0.544,0.6971,0.4937,0.9147,-0.398,-0.2923,0.4371,-0.4366,1.1197,0.986,-1.1265,1.3331,-1.1314,2
1.3087,-0.0421,0.6642,0.2647,0.1605,-0.3175,0.8348,0.7084,-0.0488,-1.054,0.1516,-0.9951,-1.9717,1.0698,-0.4655,-0.5551,-1.0111,-0.0544,0.2964,0.6392,0.8539,-3.1315,-0.9472,-1.2185,1.186,-1.3764,-0.5662,-0.9161,0.2097,-0.7835,2.2422,-0.0799,0
-1.0218,0.7959,0.1741,0.2749,-0.8125,1.368,0.8801,1.3778,-0.0476,-0.8783,0.408,-0.6876,-0.8806,0.8742,-0.0804,-1.5335,-0.0837,0.0535,-2.7091,0.877,1.3339,0.7898,0.4638,0.7894,-0.0963,-0.6345,0.8769,-1.1602,1.1858,-2.357,0.0102,0.5628,0
-1.1417,1.3175,-1.223,-0.685,-0.1696,-0.7255,-0.1781,2.7591,-0.0774,1.0888,-0.4959,-0.2582,0.2412,-1.3721,-0.3696,0.4489,0.6862,-0.867,0.788,-1.3015,1.2867,-0.6801,1.0627,0.5478,1.148,0.0011,-1.4558,0.2699,-2.0112,-0.5573,1.499,-0.2143,1
-0.8186,-0.0354,-0.1408,1.9589,-0.6254,1.7573,-1.2221,-0.1882,0.1137,1.652,-1.389,0.2687,0.5081,0.9494,0.8462,-0.0704,-0.7914,0.4888,0.5702,-1.39,1.7263,0.2433,-1.0564,-0.0415,-1.3323,0.7488,-0.9587,0.0308,-1.2681,0.5584,-0.701,-0.1754,1
