station_id,lat,lon,depth_m,temperature_c,salinity_psu,pressure_dbar,sigma_theta
ST0,-19.7649,41.4093,0.0,27.693463161326715,35.22130252940097,-0.7725983952041838,-47.182120302654084
ST0,-19.7649,41.4093,20.408163265306122,24.66239604405024,35.33168366146214,21.522853029967784,-38.01355643376064
ST0,-19.7649,41.4093,40.816326530612244,22.18544923396371,35.4120055045701,39.805360218794746,-30.849276918949386
ST0,-19.7649,41.4093,61.224489795918366,19.92439197086759,35.46399677168373,61.24872951798667,-24.80446974604604
ST0,-19.7649,41.4093,81.63265306122449,17.713494277250174,35.58241511649872,81.12268318709347,-19.130301289371687
ST0,-19.7649,41.4093,102.0408163265306,16.209209778560638,35.66374964331208,102.31054531141884,-15.785004810952046
ST0,-19.7649,41.4093,122.44897959183673,14.579652883045444,35.77384924213267,120.18833521462491,-12.046423968337763
ST0,-19.7649,41.4093,142.85714285714286,13.29221819052111,35.84843293839053,143.3407106139084,-9.627283986385919
ST0,-19.7649,41.4093,163.26530612244898,12.030587894692731,35.82231761263038,164.1269653209802,-7.25619306137753
ST0,-19.7649,41.4093,183.6734693877551,11.14451330802892,35.75337320599588,184.92303101269164,-5.960487413341184
ST0,-19.7649,41.4093,204.0816326530612,10.31212091958734,35.73598206893269,203.15324637246061,-4.721236184990175
ST0,-19.7649,41.4093,224.48979591836735,9.513112090460604,35.6949024151681,222.64891063895476,-3.6763425336970386
ST0,-19.7649,41.4093,244.89795918367346,8.69477481819588,35.720630452891896,246.50399474935384,-2.8183587146056652
ST0,-19.7649,41.4093,265.3061224489796,8.161252246921132,35.649040308652076,262.96307289127446,-2.353579333929815
ST0,-19.7649,41.4093,285.7142857142857,7.793696414628927,35.62208352252387,286.4361009723329,-2.6253417979788765
ST0,-19.7649,41.4093,306.1224489795918,7.097915066963716,35.60483920841068,305.7980918332288,-1.937382411333715
ST0,-19.7649,41.4093,326.53061224489795,6.6337421475052345,35.59334390564092,328.4384076547254,-1.9654080421321396
ST0,-19.7649,41.4093,346.9387755102041,6.453547294114883,35.52252878175063,347.5574943058637,-2.508773342819268
ST0,-19.7649,41.4093,367.3469387755102,6.134704687961706,35.521986039019374,366.4411322569494,-2.6974846678836
ST0,-19.7649,41.4093,387.7551020408163,5.657885906966911,35.494991913844665,387.34068267089106,-2.649257890813601
ST0,-19.7649,41.4093,408.1632653061224,5.617019819766965,35.48631675679195,407.1820247799267,-3.5197021469143692
ST0,-19.7649,41.4093,428.57142857142856,5.391111302623416,35.4315397550639,427.2253350903367,-4.013032751031801
ST0,-19.7649,41.4093,448.9795918367347,5.197761609084814,35.38982224776039,448.4165643064041,-4.630319532642375
ST0,-19.7649,41.4093,469.3877551020408,5.022001702962606,35.363354718471996,468.4236466310394,-5.223461969326877
