feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,label
-0.6167,-0.183,0.3008,0.582,-0.4908,-1.5484,-0.8901,-0.232,-0.858,-3.0152,-0.2786,2.0354,0.6731,1.8124,-0.2566,0.24,1.2958,0.0579,0.0223,0.0856,0.3375,2.0228,0.414,0.5018,-0.2442,-0.0764,-0.5348,-2.4712,0.7703,1.8688,-0.2159,-1.1117,1
1.226,-0.5951,-1.1177,-0.9439,-0.5727,0.5408,0.3944,-0.2,-0.0008,-1.3144,0.7883,0.0593,0.1577,-0.7598,-1.2544,-0.2476,1.6932,1.1336,1.4889,-0.6881,-0.8566,0.2083,-0.2387,0.4036,3.1865,-0.6253,-0.7255,-1.3757,0.1961,-2.0162,-0.8041,0.1766,3
1.238,0.0229,-1.0116,0.6733,0.934,-3.0212,-1.3163,0.6618,0.8569,-0.539,0.5185,0.9839,0.2609,1.8543,0.2758,-1.1406,0.4417,0.6342,-1.1375,-1.3514,-0.2784,-0.1065,-1.0423,-0.2202,-2.8912,-0.3075,0.4381,-0.4344,0.0904,-0.0204,0.278,-0.8605,0
0.8544,-1.4153,-1.4942,-2.0235,-0.7345,-0.9191,-0.5945,1.7791,0.2461,1.9958,-2.006,-0.1928,1.6692,0.3493,0.8783,0.3041,1.3584,-0.7489,-0.5072,0.4372,-0.6881,-1.9246,-2.6719,0.4709,1.0492,0.4111,0.9525,-1.2889,-0.2425,0.3915,0.1843,0.189,2
-1.5513,0.3335,0.9516,1.1936,-1.3148,-1.361,-0.5494,2.4306,1.9294,-0.7185,-0.3361,0.0987,-0.8711,-2.4597,-2.3521,0.6128,0.922,0.8365,0.4857,-0.0972,2.6854,-1.4084,-0.3624,-0.6987,0.8018,0.5283,-1.5003,-0.221,-0.3547,2.4501,-0.2999,-0.8802,1
0.269,-0.3523,-1.4108,0.2788,0.5599,-0.9839,-1.8977,0.2424,0.4736,0.0673,-0.1574,0.0791,0.354,-0.9587,-0.1005,-0.6027,0.3938,-1.3266,1.0566,0.4673,-0.067,0.2513,0.3041,0.6873,0.9077,-0.0335,0.9534,-0.9459,1.4262,-0.4339,1.8117,0.7232,3
2.0097,-1.7835,-0.0755,0.0517,-0.3416,-1.4358,0.4922,-1.4762,-0.0208,-0.7728,0.912,-2.4807,0.6048,0.8006,1.0421,-1.2519,1.5914,-1.511,0.3659,-0.0075,-0.5836,0.1192,-0.4639,1.5969,-0.8023,0.4375,0.0812,0.3859,-0.2681,0.2592,0.6133,0.2249,3
-1.0765,0.5191,0.8469,-0.8542,-1.2447,2.0887,0.7251,-0.3746,0.5484,-1.9322,-0.2903,0.2807,1.4748,-0.7096,1.2283,-0.6365,-0.6172,1.1888,-0.7246,-0.5332,-0.956,-0.0917,-1.9081,-1.8349,-1.3433,0.6748,0.332,0.7609,-0.7783,-0.5315,-0.0375,0.6895,1
-0.7041,-0.278,-0.7152,-1.1033,-2.1201,0.3284,-0.0835,-0.5652,1.0004,0.2792,0.5861,0.858,-0.1057,-0.0027,0.5452,-0.2657,-1.4711,-1.7188,-0.4787,-1.19,-1.2902,-0.038,0.3736,-0.2784,-1.9795,-0.4439,0.7927,2.4744,-0.8411,-0.8376,-0.318,-0.8315,1
-0.3097,-0.5755,-0.4665,0.1235,1.2461,-0.5434,0.3464,1.9659,0.4415,-1.0466,1.8567,1.1084,0.4861,-1.2529,-1.2843,-3.609,1.0057,0.8142,-0.3018,-0.5426,1.3309,-0.9449,-0.1591,-0.5818,-1.8331,-1.3557,-0.1683,0.1741,-0.5912,0.9528,0.0852,0.0847,3
